,energy,playlist_genre
21892,0.836,pop
21893,0.783,pop
21894,0.804,pop
21895,0.671,pop
21896,0.663,pop
21897,0.457,pop
21898,0.795,pop
21899,0.886,pop
21900,0.661,pop
21901,0.661,pop
21902,0.787,pop
21903,0.469,pop
21904,0.921,pop
22514,0.81,pop
22515,0.662,pop
22516,0.555,pop
22517,0.172,pop
22518,0.552,pop
22519,0.547,pop
22520,0.255,pop
22521,0.717,pop
22522,0.263,pop
22523,0.721,pop
22524,0.715,pop
22525,0.522,pop
22526,0.798,pop
22527,0.549,pop
22528,0.664,pop
22529,0.55,pop
22530,0.726,pop
22531,0.43,pop
22532,0.463,pop
22533,0.411,pop
22534,0.632,pop
22536,0.883,pop
22581,0.257,pop
22582,0.772,pop
22583,0.386,pop
22584,0.435,pop
22585,0.9,pop
22586,0.42,pop
22587,0.695,pop
22588,0.834,pop
22589,0.481,pop
22590,0.428,pop
22591,0.548,pop
22592,0.313,pop
22593,0.669,pop
22594,0.592,pop
23143,0.837,pop
23144,0.844,pop
23145,0.832,pop
23146,0.516,pop
23147,0.406,pop
23148,0.626,pop
23149,0.75,pop
23150,0.639,pop
23151,0.88,pop
23152,0.656,pop
23153,0.86,pop
23154,0.74,pop
23155,0.687,pop
23156,0.679,pop
23157,0.88,pop
23158,0.587,pop
23159,0.725,pop
23160,0.749,pop
23161,0.822,pop
23162,0.684,pop
23163,0.608,pop
23164,0.761,pop
23165,0.761,pop
23166,0.784,pop
23167,0.659,pop
23168,0.681,pop
23169,0.567,pop
23170,0.795,pop
23171,0.763,pop
23172,0.885,pop
23173,0.746,pop
23174,0.805,pop
23175,0.695,pop
23176,0.722,pop
23177,0.907,pop
23178,0.931,pop
23179,0.78,pop
23180,0.703,pop
23181,0.517,pop
23182,0.887,pop
23183,0.578,pop
23184,0.766,pop
23185,0.737,pop
23186,0.675,pop
23187,0.763,pop
23188,0.821,pop
23189,0.809,pop
23190,0.675,pop
23191,0.942,pop
23192,0.546,pop
23193,0.665,pop
23194,0.736,pop
23195,0.491,pop
23196,0.763,pop
23197,0.848,pop
23198,0.828,pop
23199,0.924,pop
23200,0.789,pop
23201,0.81,pop
23202,0.867,pop
23203,0.765,pop
23204,0.763,pop
23205,0.859,pop
23206,0.84,pop
23207,0.869,pop
23208,0.69,pop
23209,0.801,pop
23210,0.781,pop
23211,0.825,pop
23212,0.521,pop
23213,0.86,pop
23214,0.729,pop
23215,0.795,pop
23216,0.916,pop
23217,0.679,pop
23218,0.714,pop
23219,0.725,pop
23220,0.823,pop
23221,0.881,pop
23222,0.877,pop
23223,0.799,pop
23224,0.715,pop
23225,0.835,pop
23226,0.882,pop
23227,0.798,pop
23228,0.359,pop
23229,0.483,pop
23230,0.803,pop
23231,0.794,pop
23232,0.925,pop
23233,0.687,pop
23234,0.857,pop
23235,0.841,pop
23236,0.758,pop
23237,0.621,pop
23238,0.75,pop
23239,0.767,pop
23240,0.67,pop
23241,0.625,pop
23242,0.687,pop
23243,0.778,pop
23244,0.644,pop
23245,0.78,pop
23246,0.916,pop
23247,0.595,pop
23248,0.723,pop
23249,0.865,pop
23250,0.735,pop
23251,0.528,pop
23252,0.772,pop
23253,0.769,pop
23254,0.631,pop
23255,0.739,pop
23256,0.68,pop
23257,0.746,pop
23258,0.623,pop
23259,0.581,pop
23260,0.732,pop
23261,0.864,pop
23262,0.805,pop
23263,0.221,pop
23264,0.817,pop
23265,0.926,pop
23266,0.898,pop
23267,0.807,pop
23268,0.743,pop
23269,0.574,pop
23270,0.656,pop
23271,0.829,pop
23272,0.657,pop
23273,0.468,pop
23274,0.732,pop
23275,0.502,pop
23276,0.813,pop
23277,0.782,pop
23278,0.722,pop
23279,0.886,pop
23280,0.914,pop
23281,0.718,pop
23282,0.694,pop
23283,0.807,pop
23284,0.86,pop
23285,0.745,pop
23286,0.731,pop
23287,0.695,pop
23288,0.469,pop
23289,0.687,pop
23290,0.774,pop
23291,0.821,pop
23292,0.875,pop
23293,0.676,pop
23294,0.92,pop
23295,0.564,pop
23296,0.925,pop
23297,0.739,pop
23298,0.783,pop
23299,0.831,pop
23300,0.879,pop
23301,0.709,pop
23302,0.833,pop
23303,0.775,pop
23304,0.692,pop
23305,0.72,pop
23306,0.922,pop
23307,0.738,pop
23308,0.807,pop
23309,0.617,pop
23310,0.832,pop
23311,0.909,pop
23312,0.863,pop
23313,0.853,pop
23314,0.945,pop
23315,0.494,pop
23316,0.498,pop
23317,0.776,pop
23318,0.661,pop
23319,0.899,pop
23320,0.762,pop
23321,0.862,pop
23322,0.908,pop
23323,0.458,pop
23324,0.861,pop
23325,0.502,pop
23326,0.789,pop
23327,0.712,pop
23328,0.813,pop
23329,0.931,pop
23330,0.71,pop
23331,0.692,pop
23332,0.797,pop
23333,0.456,pop
23334,0.623,pop
23335,0.724,pop
23336,0.673,pop
23337,0.779,pop
23338,0.843,pop
23339,0.755,pop
23340,0.648,pop
23341,0.734,pop
23342,0.646,pop
23343,0.614,pop
23344,0.801,pop
23345,0.811,pop
23346,0.729,pop
23347,0.869,pop
23348,0.674,pop
23349,0.569,pop
23350,0.814,pop
23351,0.921,pop
23352,0.924,pop
23353,0.89,pop
23354,0.842,pop
23355,0.907,pop
23356,0.798,pop
23357,0.794,pop
23358,0.634,pop
23359,0.936,pop
23360,0.845,pop
23361,0.642,pop
23362,0.496,pop
23363,0.637,pop
23364,0.735,pop
23365,0.888,pop
23366,0.824,pop
23367,0.655,pop
23368,0.83,pop
23369,0.913,pop
23370,0.753,pop
23371,0.789,pop
23372,0.682,pop
23373,0.66,pop
23374,0.821,pop
23375,0.795,pop
23376,0.711,pop
23377,0.457,pop
23378,0.709,pop
23379,0.871,pop
23380,0.612,pop
23381,0.707,pop
23382,0.828,pop
23383,0.819,pop
23384,0.802,pop
23385,0.868,pop
23386,0.783,pop
23387,0.388,pop
23388,0.768,pop
23389,0.889,pop
23390,0.814,pop
23391,0.506,pop
23392,0.79,pop
23393,0.698,pop
23394,0.746,pop
23395,0.619,pop
23396,0.952,pop
23397,0.968,pop
23398,0.441,pop
23399,0.618,pop
23400,0.602,pop
23401,0.85,pop
23402,0.872,pop
23403,0.928,pop
23404,0.763,pop
23405,0.793,pop
23406,0.574,pop
23407,0.842,pop
23408,0.642,pop
23409,0.936,pop
23410,0.421,pop
23411,0.562,pop
23412,0.79,pop
23413,0.693,pop
23414,0.7,pop
23415,0.648,pop
23416,0.468,pop
23417,0.796,pop
23418,0.626,pop
23419,0.653,pop
23420,0.775,pop
23421,0.758,pop
23422,0.632,pop
23423,0.925,pop
23424,0.749,pop
23425,0.739,pop
23426,0.653,pop
23427,0.799,pop
23428,0.743,pop
23429,0.94,pop
23430,0.733,pop
23431,0.854,pop
23432,0.684,pop
23433,0.804,pop
23434,0.742,pop
23435,0.917,pop
23436,0.938,pop
23437,0.858,pop
23438,0.887,pop
23439,0.682,pop
23440,0.871,pop
23441,0.746,pop
23442,0.883,pop
23443,0.868,pop
23444,0.837,pop
23445,0.875,pop
23446,0.491,pop
23447,0.654,pop
23448,0.75,pop
3,0.841,r&b
7,0.883,r&b
8,0.859,r&b
20,0.857,r&b
49,0.81,r&b
50,0.547,r&b
51,0.844,r&b
52,0.825,r&b
53,0.651,r&b
54,0.828,r&b
55,0.84,r&b
56,0.79,r&b
57,0.396,r&b
58,0.677,r&b
70,0.627,r&b
71,0.725,r&b
72,0.628,r&b
73,0.66,r&b
74,0.836,r&b
75,0.809,r&b
85,0.471,r&b
86,0.647,r&b
87,0.647,r&b
88,0.741,r&b
89,0.715,r&b
90,0.67,r&b
91,0.718,r&b
92,0.848,r&b
93,0.79,r&b
94,0.877,r&b
95,0.685,r&b
96,0.632,r&b
97,0.397,r&b
98,0.846,r&b
99,0.488,r&b
100,0.661,r&b
101,0.769,r&b
182,0.976,r&b
184,0.381,r&b
185,0.409,r&b
186,0.682,r&b
187,0.636,r&b
188,0.81,r&b
189,0.879,r&b
190,0.872,r&b
191,0.887,r&b
192,0.873,r&b
331,0.518,r&b
333,0.658,r&b
334,0.626,r&b
335,0.372,r&b
336,0.594,r&b
337,0.76,r&b
338,0.266,r&b
339,0.666,r&b
340,0.496,r&b
517,0.646,r&b
518,0.379,r&b
521,0.242,r&b
533,0.914,r&b
534,0.254,r&b
535,0.479,r&b
536,0.383,r&b
537,0.424,r&b
541,0.429,r&b
559,0.453,r&b
580,0.462,r&b
582,0.193,r&b
583,0.431,r&b
584,0.188,r&b
585,0.514,r&b
586,0.515,r&b
587,0.336,r&b
589,0.416,r&b
590,0.509,r&b
591,0.65,r&b
618,0.406,r&b
620,0.439,r&b
622,0.548,r&b
623,0.515,r&b
624,0.455,r&b
625,0.265,r&b
626,0.506,r&b
627,0.364,r&b
628,0.586,r&b
629,0.417,r&b
630,0.456,r&b
631,0.312,r&b
632,0.458,r&b
633,0.253,r&b
634,0.521,r&b
635,0.248,r&b
636,0.373,r&b
637,0.387,r&b
897,0.792,r&b
898,0.897,r&b
899,0.562,r&b
900,0.646,r&b
901,0.833,r&b
902,0.935,r&b
903,0.854,r&b
904,0.884,r&b
914,0.798,r&b
915,0.677,r&b
924,0.828,r&b
925,0.565,r&b
926,0.489,r&b
927,0.683,r&b
928,0.531,r&b
929,0.888,r&b
930,0.736,r&b
939,0.729,r&b
1096,0.322,r&b
1097,0.549,r&b
1098,0.656,r&b
1099,0.703,r&b
1100,0.322,r&b
1106,0.83,r&b
1123,0.671,r&b
1124,0.581,r&b
1125,0.612,r&b
1132,0.434,r&b
1140,0.97,r&b
1141,0.439,r&b
1142,0.869,r&b
1144,0.812,r&b
1145,0.694,r&b
1146,0.714,r&b
1147,0.721,r&b
1152,0.551,r&b
1153,0.833,r&b
1157,0.813,r&b
1158,0.788,r&b
1159,0.747,r&b
1176,0.785,r&b
1179,0.802,r&b
1185,0.91,r&b
1188,0.522,r&b
1192,0.744,r&b
1193,0.63,r&b
1194,0.681,r&b
1195,0.832,r&b
1196,0.783,r&b
1197,0.646,r&b
1198,0.808,r&b
1199,0.601,r&b
1200,0.836,r&b
1201,0.922,r&b
1202,0.811,r&b
1203,0.827,r&b
1205,0.53,r&b
1207,0.593,r&b
1212,0.901,r&b
1215,0.648,r&b
1219,0.9,r&b
1220,0.668,r&b
1221,0.628,r&b
1224,0.751,r&b
1225,0.432,r&b
1228,0.892,r&b
1366,0.509,r&b
1367,0.487,r&b
1368,0.595,r&b
1369,0.553,r&b
1370,0.177,r&b
1371,0.647,r&b
1372,0.49,r&b
1373,0.587,r&b
1374,0.369,r&b
1375,0.6,r&b
1376,0.427,r&b
1377,0.273,r&b
1378,0.523,r&b
1379,0.243,r&b
1380,0.294,r&b
1381,0.446,r&b
1382,0.456,r&b
1383,0.397,r&b
1384,0.666,r&b
1423,0.285,r&b
1424,0.509,r&b
1425,0.576,r&b
1426,0.464,r&b
1427,0.647,r&b
1428,0.438,r&b
1429,0.632,r&b
1430,0.351,r&b
1431,0.408,r&b
1432,0.71,r&b
1433,0.344,r&b
1434,0.89,r&b
1435,0.463,r&b
1436,0.764,r&b
1437,0.717,r&b
1438,0.805,r&b
1439,0.723,r&b
1440,0.613,r&b
1441,0.464,r&b
1442,0.444,r&b
1443,0.215,r&b
1444,0.336,r&b
1445,0.617,r&b
1446,0.443,r&b
1454,0.76,r&b
1455,0.779,r&b
1456,0.409,r&b
1457,0.558,r&b
1458,0.414,r&b
1459,0.875,r&b
1460,0.394,r&b
1461,0.774,r&b
1771,0.386,r&b
1772,0.575,r&b
1773,0.918,r&b
1774,0.596,r&b
1775,0.857,r&b
1776,0.566,r&b
1777,0.716,r&b
1778,0.915,r&b
1779,0.794,r&b
1780,0.187,r&b
1782,0.655,r&b
1783,0.616,r&b
1784,0.506,r&b
1785,0.578,r&b
1790,0.657,r&b
1793,0.262,r&b
1794,0.663,r&b
1795,0.563,r&b
1796,0.316,r&b
1797,0.814,r&b
1798,0.579,r&b
1802,0.681,r&b
1803,0.639,r&b
1804,0.696,r&b
1805,0.645,r&b
1806,0.565,r&b
1807,0.836,r&b
1808,0.653,r&b
1809,0.366,r&b
1810,0.568,r&b
1811,0.839,r&b
1812,0.801,r&b
1813,0.838,r&b
1816,0.803,r&b
1817,0.902,r&b
1818,0.751,r&b
1819,0.618,r&b
1820,0.607,r&b
1821,0.561,r&b
1822,0.329,r&b
1823,0.798,r&b
1824,0.627,r&b
1831,0.632,r&b
1849,0.72,r&b
1850,0.355,r&b
1851,0.7,r&b
1855,0.742,r&b
1856,0.906,r&b
1860,0.38,r&b
1861,0.721,r&b
1862,0.527,r&b
1878,0.812,r&b
1892,0.584,r&b
1893,0.798,r&b
1894,0.753,r&b
1895,0.828,r&b
1896,0.379,r&b
1897,0.687,r&b
1898,0.787,r&b
1899,0.84,r&b
1900,0.919,r&b
1905,0.479,r&b
1906,0.66,r&b
1928,0.653,r&b
1930,0.86,r&b
1933,0.469,r&b
1934,0.797,r&b
1935,0.353,r&b
1936,0.702,r&b
1937,0.581,r&b
1938,0.85,r&b
1939,0.666,r&b
1941,0.936,r&b
1942,0.378,r&b
1943,0.583,r&b
1944,0.49,r&b
2193,0.683,r&b
2196,0.496,r&b
2197,0.705,r&b
2198,0.845,r&b
2199,0.631,r&b
2200,0.489,r&b
2201,0.435,r&b
2202,0.853,r&b
2203,0.942,r&b
2204,0.941,r&b
2205,0.727,r&b
2206,0.726,r&b
2207,0.689,r&b
2208,0.843,r&b
2209,0.633,r&b
2221,0.89,r&b
2222,0.584,r&b
2223,0.965,r&b
2224,0.547,r&b
2225,0.522,r&b
2226,0.549,r&b
2227,0.911,r&b
2228,0.747,r&b
2229,0.723,r&b
2260,0.897,r&b
2261,0.812,r&b
2262,0.949,r&b
2263,0.6,r&b
2264,0.658,r&b
2265,0.456,r&b
2266,0.651,r&b
2267,0.28,r&b
2268,0.752,r&b
2269,0.573,r&b
2270,0.856,r&b
2271,0.918,r&b
2272,0.709,r&b
2274,0.857,r&b
2308,0.578,r&b
2309,0.698,r&b
2310,0.822,r&b
2311,0.855,r&b
2312,0.521,r&b
2313,0.656,r&b
2314,0.636,r&b
2318,0.52,r&b
2319,0.698,r&b
2320,0.532,r&b
2323,0.573,r&b
2333,0.496,r&b
2334,0.344,r&b
2335,0.595,r&b
2336,0.865,r&b
2337,0.499,r&b
2338,0.679,r&b
2339,0.478,r&b
2340,0.603,r&b
2341,0.533,r&b
2342,0.685,r&b
2343,0.862,r&b
2344,0.598,r&b
2345,0.843,r&b
2348,0.601,r&b
2356,0.41,r&b
2357,0.732,r&b
2358,0.718,r&b
2359,0.699,r&b
2360,0.672,r&b
2362,0.488,r&b
2363,0.415,r&b
2364,0.438,r&b
2365,0.51,r&b
2366,0.325,r&b
2367,0.66,r&b
2368,0.534,r&b
2369,0.35,r&b
2370,0.291,r&b
2371,0.764,r&b
2372,0.489,r&b
2373,0.705,r&b
2374,0.522,r&b
2375,0.539,r&b
2376,0.378,r&b
2402,0.495,r&b
2403,0.512,r&b
2404,0.695,r&b
2415,0.638,r&b
2416,0.566,r&b
2417,0.432,r&b
2418,0.406,r&b
2419,0.561,r&b
2420,0.397,r&b
2421,0.729,r&b
2422,0.621,r&b
2423,0.579,r&b
2424,0.641,r&b
2425,0.525,r&b
2426,0.816,r&b
2427,0.441,r&b
2571,0.58,r&b
2572,0.387,r&b
3168,0.827,r&b
3169,0.679,r&b
3170,0.861,r&b
3171,0.618,r&b
3172,0.791,r&b
3173,0.771,r&b
3174,0.774,r&b
3175,0.782,r&b
3176,0.832,r&b
3177,0.733,r&b
3180,0.838,r&b
3181,0.983,r&b
3182,0.758,r&b
3183,0.848,r&b
3184,0.747,r&b
3185,0.709,r&b
3186,0.931,r&b
3187,0.977,r&b
3188,0.891,r&b
3189,0.951,r&b
3190,0.616,r&b
3191,0.453,r&b
3192,0.25,r&b
3193,0.899,r&b
3194,0.583,r&b
3195,0.515,r&b
3196,0.921,r&b
3197,0.56,r&b
3198,0.886,r&b
3199,0.785,r&b
3200,0.635,r&b
3201,0.845,r&b
3202,0.939,r&b
3203,0.782,r&b
3204,0.91,r&b
3208,0.942,r&b
3209,0.623,r&b
3210,0.822,r&b
3211,0.768,r&b
3212,0.522,r&b
3214,0.661,r&b
3218,0.692,r&b
3219,0.799,r&b
3221,0.335,r&b
3222,0.366,r&b
3223,0.228,r&b
3224,0.512,r&b
3229,0.612,r&b
3230,0.961,r&b
3231,0.453,r&b
3232,0.629,r&b
3233,0.644,r&b
3234,0.489,r&b
3235,0.787,r&b
3236,0.402,r&b
3238,0.771,r&b
3239,0.913,r&b
3240,0.232,r&b
3241,0.578,r&b
3242,0.878,r&b
3243,0.596,r&b
3247,0.954,r&b
3248,0.75,r&b
3249,0.814,r&b
3250,0.432,r&b
3262,0.486,r&b
3263,0.661,r&b
3264,0.844,r&b
3265,0.667,r&b
3266,0.715,r&b
3270,0.343,r&b
3271,0.714,r&b
3272,0.422,r&b
3273,0.826,r&b
3275,0.83,r&b
3283,0.686,r&b
3284,0.584,r&b
3285,0.898,r&b
3286,0.862,r&b
3287,0.566,r&b
3288,0.497,r&b
3289,0.566,r&b
3290,0.649,r&b
3291,0.693,r&b
3292,0.801,r&b
3293,0.954,r&b
3294,0.852,r&b
3295,0.797,r&b
3296,0.539,r&b
3298,0.552,r&b
3299,0.729,r&b
3300,0.691,r&b
3301,0.847,r&b
3302,0.913,r&b
3303,0.77,r&b
3304,0.523,r&b
3310,0.737,r&b
3316,0.894,r&b
3317,0.787,r&b
3318,0.634,r&b
3319,0.86,r&b
3320,0.75,r&b
3321,0.715,r&b
3322,0.704,r&b
3323,0.73,r&b
3435,0.762,r&b
3436,0.67,r&b
3441,0.523,r&b
3442,0.749,r&b
3443,0.79,r&b
3444,0.709,r&b
3445,0.84,r&b
3446,0.545,r&b
3447,0.766,r&b
3448,0.753,r&b
3449,0.684,r&b
3450,0.726,r&b
3451,0.904,r&b
3452,0.856,r&b
3453,0.694,r&b
3454,0.663,r&b
3455,0.642,r&b
3456,0.501,r&b
3467,0.873,r&b
3886,0.0823,r&b
3889,0.591,r&b
3890,0.815,r&b
3891,0.316,r&b
3892,0.485,r&b
3893,0.666,r&b
3895,0.827,r&b
3896,0.712,r&b
3897,0.445,r&b
3898,0.465,r&b
3899,0.302,r&b
3900,0.446,r&b
3901,0.451,r&b
3917,0.702,r&b
3918,0.647,r&b
3919,0.075,r&b
3920,0.663,r&b
3921,0.368,r&b
3922,0.0848,r&b
3923,0.825,r&b
3924,0.662,r&b
3925,0.582,r&b
3926,0.525,r&b
3927,0.355,r&b
3928,0.459,r&b
3929,0.573,r&b
3930,0.692,r&b
3931,0.876,r&b
3932,0.43,r&b
4159,0.705,r&b
4160,0.684,r&b
4161,0.57,r&b
4162,0.62,r&b
4163,0.706,r&b
4164,0.539,r&b
4165,0.733,r&b
4166,0.511,r&b
4167,0.732,r&b
4168,0.557,r&b
4169,0.607,r&b
4172,0.336,r&b
4173,0.649,r&b
4174,0.497,r&b
4175,0.614,r&b
4176,0.362,r&b
4177,0.368,r&b
4178,0.353,r&b
4179,0.905,r&b
4183,0.481,r&b
4184,0.678,r&b
4185,0.637,r&b
4190,0.708,r&b
4191,0.509,r&b
4192,0.67,r&b
4193,0.711,r&b
4194,0.418,r&b
4195,0.793,r&b
4210,0.599,r&b
4211,0.508,r&b
4212,0.336,r&b
4213,0.441,r&b
4397,0.692,r&b
4398,0.588,r&b
4399,0.635,r&b
4400,0.78,r&b
4401,0.667,r&b
4402,0.484,r&b
4403,0.394,r&b
4404,0.591,r&b
4405,0.579,r&b
4406,0.723,r&b
4407,0.531,r&b
4408,0.685,r&b
4409,0.51,r&b
4410,0.453,r&b
4411,0.751,r&b
4412,0.5,r&b
4413,0.63,r&b
4414,0.595,r&b
4415,0.442,r&b
4416,0.713,r&b
4417,0.562,r&b
4418,0.63,r&b
4419,0.264,r&b
4420,0.796,r&b
4421,0.708,r&b
4422,0.59,r&b
4423,0.598,r&b
4424,0.42,r&b
4425,0.407,r&b
4426,0.42,r&b
4427,0.682,r&b
4428,0.426,r&b
4429,0.607,r&b
4430,0.523,r&b
4431,0.606,r&b
4432,0.528,r&b
4433,0.681,r&b
4434,0.655,r&b
4435,0.493,r&b
4436,0.482,r&b
4437,0.312,r&b
4438,0.639,r&b
4439,0.619,r&b
4440,0.603,r&b
4441,0.874,r&b
4442,0.566,r&b
4443,0.532,r&b
4444,0.457,r&b
4445,0.655,r&b
4446,0.699,r&b
4447,0.596,r&b
4448,0.724,r&b
4449,0.339,r&b
4450,0.575,r&b
4451,0.608,r&b
4452,0.536,r&b
4453,0.303,r&b
4454,0.555,r&b
4455,0.547,r&b
4456,0.715,r&b
4457,0.443,r&b
4458,0.396,r&b
4459,0.63,r&b
4460,0.605,r&b
4484,0.783,r&b
4485,0.859,r&b
4486,0.534,r&b
4487,0.732,r&b
4488,0.817,r&b
4489,0.62,r&b
4490,0.714,r&b
4491,0.571,r&b
4492,0.911,r&b
4493,0.7,r&b
4494,0.79,r&b
4495,0.755,r&b
4496,0.752,r&b
4497,0.749,r&b
4498,0.602,r&b
4499,0.483,r&b
4500,0.89,r&b
4501,0.652,r&b
4502,0.708,r&b
4503,0.89,r&b
4504,0.913,r&b
4505,0.382,r&b
4506,0.864,r&b
4507,0.726,r&b
4508,0.686,r&b
4509,0.594,r&b
4510,0.629,r&b
4511,0.782,r&b
4512,0.436,r&b
4513,0.716,r&b
4514,0.705,r&b
4515,0.479,r&b
4516,0.492,r&b
4517,0.338,r&b
4518,0.56,r&b
4519,0.497,r&b
4783,0.566,r&b
4797,0.722,r&b
4798,0.521,r&b
4799,0.413,r&b
4800,0.433,r&b
4801,0.465,r&b
4802,0.495,r&b
4803,0.715,r&b
4804,0.323,r&b
4805,0.546,r&b
4806,0.538,r&b
4807,0.759,r&b
4808,0.476,r&b
4809,0.356,r&b
4810,0.434,r&b
4811,0.678,r&b
4812,0.647,r&b
4827,0.352,r&b
4832,0.988,r&b
4833,0.53,r&b
4844,0.454,r&b
4845,0.411,r&b
4858,0.375,r&b
4859,0.38,r&b
4860,0.396,r&b
4861,0.14,r&b
4862,0.466,r&b
4863,0.37,r&b
4864,0.618,r&b
4865,0.322,r&b
4866,0.512,r&b
4867,0.406,r&b
4868,0.631,r&b
4869,0.488,r&b
4870,0.383,r&b
4881,0.367,r&b
4882,0.752,r&b
4883,0.476,r&b
4884,0.579,r&b
4885,0.807,r&b
4886,0.436,r&b
4887,0.614,r&b
4888,0.564,r&b
4889,0.507,r&b
4890,0.143,r&b
4891,0.58,r&b
4892,0.688,r&b
4893,0.311,r&b
4894,0.452,r&b
4897,0.695,r&b
4898,0.638,r&b
4899,0.642,r&b
4900,0.46,r&b
4901,0.569,r&b
4902,0.722,r&b
4903,0.623,r&b
4904,0.526,r&b
4905,0.622,r&b
4906,0.636,r&b
4907,0.472,r&b
4909,0.3,r&b
4910,0.402,r&b
4911,0.586,r&b
4912,0.141,r&b
4913,0.711,r&b
4914,0.421,r&b
4915,0.511,r&b
4916,0.511,r&b
4944,0.411,r&b
4950,0.302,r&b
4951,0.494,r&b
4952,0.63,r&b
4953,0.629,r&b
4954,0.872,r&b
4955,0.511,r&b
4965,0.783,r&b
4972,0.422,r&b
4973,0.615,r&b
4974,0.139,r&b
4975,0.849,r&b
4976,0.601,r&b
4977,0.478,r&b
4978,0.467,r&b
4979,0.453,r&b
4980,0.324,r&b
4981,0.347,r&b
4982,0.41,r&b
4983,0.296,r&b
4984,0.437,r&b
4985,0.447,r&b
4989,0.776,r&b
4990,0.622,r&b
4992,0.657,r&b
4993,0.813,r&b
4994,0.172,r&b
4995,0.843,r&b
4996,0.954,r&b
5020,0.498,r&b
5030,0.549,r&b
5031,0.495,r&b
5032,0.322,r&b
5033,0.642,r&b
5034,0.49,r&b
5035,0.267,r&b
5036,0.33,r&b
5037,0.511,r&b
5038,0.7,r&b
5039,0.968,r&b
5040,0.479,r&b
5041,0.704,r&b
5042,0.434,r&b
5043,0.505,r&b
5044,0.504,r&b
5048,0.561,r&b
5049,0.514,r&b
5050,0.452,r&b
5051,0.404,r&b
5067,0.727,r&b
5068,0.693,r&b
5069,0.627,r&b
5070,0.915,r&b
5078,0.598,r&b
5079,0.797,r&b
5080,0.481,r&b
5081,0.407,r&b
5082,0.394,r&b
5083,0.476,r&b
5084,0.447,r&b
5085,0.433,r&b
5086,0.496,r&b
5087,0.766,r&b
5091,0.409,r&b
5095,0.564,r&b
5096,0.268,r&b
5097,0.522,r&b
5098,0.573,r&b
5099,0.369,r&b
5108,0.378,r&b
5109,0.544,r&b
5110,0.67,r&b
5111,0.367,r&b
5112,0.378,r&b
5113,0.445,r&b
5114,0.41,r&b
5115,0.445,r&b
5116,0.905,r&b
5117,0.449,r&b
5119,0.381,r&b
5120,0.701,r&b
5121,0.312,r&b
5122,0.514,r&b
5124,0.746,r&b
5127,0.547,r&b
5128,0.572,r&b
5129,0.744,r&b
5130,0.365,r&b
5131,0.729,r&b
5132,0.352,r&b
5133,0.834,r&b
5134,0.617,r&b
5141,0.717,r&b
5146,0.337,r&b
5147,0.686,r&b
5148,0.753,r&b
5149,0.747,r&b
5150,0.503,r&b
5151,0.356,r&b
5152,0.363,r&b
5153,0.623,r&b
5154,0.46,r&b
5155,0.799,r&b
5156,0.908,r&b
5157,0.849,r&b
5158,0.445,r&b
5160,0.728,r&b
5161,0.543,r&b
5162,0.533,r&b
5163,0.855,r&b
5164,0.572,r&b
5165,0.753,r&b
5166,0.476,r&b
5167,0.544,r&b
5168,0.475,r&b
5169,0.72,r&b
5170,0.467,r&b
5211,0.752,r&b
5232,0.726,r&b
5237,0.696,r&b
5239,0.679,r&b
5240,0.723,r&b
5241,0.396,r&b
5242,0.436,r&b
5243,0.974,r&b
5244,0.685,r&b
5245,0.769,r&b
5247,0.896,r&b
5248,0.939,r&b
5249,0.544,r&b
5250,0.636,r&b
5251,0.711,r&b
5252,0.76,r&b
5253,0.792,r&b
5254,0.2,r&b
5255,0.824,r&b
5256,0.841,r&b
5570,0.866,r&b
5571,0.478,r&b
5572,0.536,r&b
5573,0.554,r&b
5574,0.708,r&b
5575,0.637,r&b
5576,0.636,r&b
5577,0.137,r&b
5578,0.53,r&b
5579,0.646,r&b
5580,0.66,r&b
5581,0.533,r&b
5582,0.61,r&b
5583,0.578,r&b
5584,0.654,r&b
5585,0.592,r&b
5586,0.408,r&b
5587,0.745,r&b
5588,0.326,r&b
5589,0.614,r&b
5590,0.49,r&b
5591,0.491,r&b
5592,0.734,r&b
5593,0.528,r&b
5594,0.368,r&b
5595,0.459,r&b
5596,0.381,r&b
5597,0.541,r&b
5598,0.804,r&b
5599,0.516,r&b
5600,0.456,r&b
5601,0.488,r&b
5602,0.386,r&b
5603,0.789,r&b
5604,0.692,r&b
5605,0.316,r&b
5606,0.45,r&b
5607,0.375,r&b
5608,0.508,r&b
5609,0.547,r&b
5610,0.439,r&b
5611,0.526,r&b
5612,0.479,r&b
5613,0.211,r&b
5614,0.66,r&b
5615,0.775,r&b
5616,0.488,r&b
5617,0.705,r&b
5618,0.499,r&b
5876,0.753,r&b
5888,0.292,r&b
5889,0.559,r&b
5890,0.404,r&b
5891,0.595,r&b
5892,0.451,r&b
5894,0.58,r&b
5895,0.717,r&b
5896,0.413,r&b
5897,0.454,r&b
5898,0.329,r&b
5899,0.55,r&b
5902,0.407,r&b
5903,0.37,r&b
5906,0.283,r&b
5907,0.642,r&b
5908,0.391,r&b
5909,0.479,r&b
5910,0.522,r&b
5911,0.543,r&b
5912,0.197,r&b
5913,0.746,r&b
5914,0.126,r&b
5915,0.581,r&b
5916,0.347,r&b
5917,0.289,r&b
5918,0.276,r&b
5919,0.826,r&b
5929,0.679,r&b
5930,0.531,r&b
5931,0.663,r&b
5932,0.433,r&b
