,loudness,playlist_genre
11297,-8.248,r&b
12450,-8.14,r&b
12451,-9.242,r&b
12452,-4.259,r&b
12453,-10.525,r&b
12463,-9.544,r&b
12464,-5.619,r&b
12465,-5.704,r&b
12466,-8.999,r&b
12467,-6.027,r&b
12468,-4.719,r&b
12469,-8.393,r&b
12470,-8.356,r&b
12471,-10.203,r&b
12472,-6.187,r&b
12473,-8.406,r&b
12474,-6.172,r&b
12475,-14.022,r&b
12476,-6.822,r&b
12477,-9.908,r&b
12478,-7.087,r&b
12479,-7.124,r&b
12480,-5.964,r&b
12481,-3.607,r&b
12482,-7.001,r&b
12483,-10.601,r&b
12484,-6.835,r&b
12485,-6.156,r&b
12486,-16.949,r&b
12487,-6.211,r&b
12488,-8.073,r&b
12489,-6.699,r&b
12490,-8.145,r&b
12491,-9.554,r&b
12492,-8.379,r&b
12493,-6.06,r&b
12494,-6.106,r&b
12495,-11.781,r&b
12496,-8.045,r&b
12497,-6.603,r&b
12504,-7.894,r&b
12505,-8.559,r&b
12506,-4.396,r&b
12507,-7.539,r&b
12508,-5.534,r&b
12575,-5.441,r&b
12576,-7.36,r&b
12577,-11.106,r&b
12578,-8.226,r&b
12579,-5.233,r&b
12580,-6.202,r&b
12581,-5.376,r&b
12582,-7.986,r&b
12583,-4.964,r&b
12584,-8.654,r&b
12585,-10.489,r&b
12586,-11.641,r&b
12587,-6.955,r&b
12588,-11.264,r&b
12589,-9.894,r&b
12590,-5.631,r&b
12591,-6.059,r&b
12592,-8.138,r&b
12593,-10.875,r&b
12594,-7.929,r&b
12595,-9.167,r&b
12596,-9.469,r&b
12597,-8.083,r&b
12598,-8.943,r&b
12599,-9.506,r&b
12600,-2.664,r&b
12601,-10.889,r&b
12602,-8.043,r&b
12603,-6.919,r&b
12604,-13.587,r&b
12605,-7.265,r&b
12606,-5.65,r&b
12607,-9.242,r&b
12608,-6.721,r&b
12984,-9.174,r&b
12985,-6.137,r&b
12986,-7.019,r&b
12987,-9.644,r&b
12988,-7.775,r&b
12989,-9.828,r&b
12990,-4.213,r&b
12991,-4.63,r&b
12992,-6.69,r&b
12995,-4.573,r&b
12996,-5.366,r&b
12997,-4.538,r&b
12998,-6.577,r&b
12999,-8.053,r&b
13000,-5.482,r&b
13001,-6.464,r&b
13002,-5.115,r&b
13003,-7.123,r&b
13004,-5.807,r&b
13005,-4.934,r&b
13006,-7.063,r&b
13007,-5.624,r&b
13008,-14.154,r&b
13009,-5.238,r&b
13010,-4.204,r&b
13011,-7.83,r&b
13012,-8.612,r&b
13013,-4.933,r&b
13014,-6.077,r&b
13015,-5.791,r&b
13016,-7.621,r&b
13017,-4.989,r&b
13018,-3.606,r&b
13019,-4.127,r&b
13020,-6.268,r&b
13021,-7.365,r&b
13022,-7.076,r&b
13023,-7.842,r&b
13024,-6.237,r&b
13025,-7.985,r&b
13026,-7.317,r&b
13027,-5.685,r&b
13028,-11.138,r&b
13029,-8.237,r&b
13030,-4.369,r&b
13031,-4.547,r&b
13032,-6.318,r&b
13033,-4.567,r&b
13034,-7.276,r&b
13042,-5.651,r&b
13043,-5.771,r&b
13044,-5.411,r&b
13045,-5.404,r&b
13056,-4.332,r&b
13057,-5.232,r&b
13058,-4.323,r&b
13118,-7.524,r&b
13119,-7.005,r&b
13120,-5.536,r&b
13121,-5.45,r&b
13122,-4.343,r&b
13133,-9.281,r&b
13134,-13.986,r&b
13135,-12.517,r&b
13136,-8.448,r&b
13137,-14.918,r&b
13138,-7.991,r&b
13139,-7.811,r&b
13140,-8.404,r&b
13141,-6.169,r&b
13142,-7.932,r&b
13143,-8.03,r&b
13144,-8.882,r&b
13145,-5.479,r&b
13146,-8.458,r&b
13147,-12.805,r&b
13148,-9.236,r&b
13149,-9.566,r&b
13150,-7.518,r&b
13151,-10.951,r&b
13152,-6.608,r&b
13153,-12.102,r&b
13154,-12.788,r&b
13155,-4.634,r&b
13156,-7.759,r&b
13157,-8.111,r&b
13158,-9.565,r&b
13159,-10.53,r&b
13160,-8.025,r&b
13161,-5.055,r&b
13162,-5.068,r&b
13163,-9.671,r&b
13164,-4.588,r&b
13165,-9.895,r&b
13166,-5.576,r&b
13167,-9.119,r&b
13168,-8.364,r&b
13169,-7.293,r&b
13170,-5.179,r&b
13171,-10.161,r&b
13172,-6.767,r&b
13173,-8.565,r&b
13174,-8.207,r&b
13175,-8.197,r&b
13176,-7.869,r&b
13177,-15.124,r&b
13178,-8.838,r&b
13179,-9.239,r&b
13180,-7.075,r&b
13181,-11.289,r&b
13182,-9.86,r&b
13183,-6.113,r&b
13184,-12.402,r&b
13185,-16.936,r&b
13186,-10.563,r&b
13187,-3.436,r&b
13188,-11.157,r&b
13189,-9.961,r&b
13190,-7.037,r&b
13208,-8.483,r&b
13209,-6.916,r&b
13210,-5.998,r&b
13211,-6.603,r&b
13212,-11.123,r&b
13213,-7.981,r&b
13214,-12.785,r&b
13215,-7.085,r&b
13450,-8.619,r&b
13451,-9.125,r&b
13452,-9.135,r&b
13453,-12.611,r&b
13454,-8.763,r&b
14589,-6.499,r&b
14590,-4.554,r&b
14591,-10.012,r&b
14592,-9.801,r&b
14593,-11.014,r&b
14596,-6.4,r&b
14611,-7.767,r&b
14612,-7.851,r&b
14613,-9.725,r&b
14614,-9.891,r&b
14615,-11.101,r&b
14616,-9.217,r&b
14617,-6.918,r&b
14618,-5.62,r&b
14619,-8.087,r&b
14620,-3.862,r&b
14621,-3.91,r&b
14622,-9.043,r&b
14623,-6.784,r&b
14624,-7.416,r&b
14625,-11.007,r&b
14626,-5.407,r&b
14627,-4.437,r&b
14628,-7.519,r&b
14629,-7.024,r&b
14630,-8.1,r&b
14631,-7.225,r&b
14632,-4.495,r&b
14633,-4.179,r&b
14634,-5.281,r&b
14635,-5.967,r&b
14636,-9.135,r&b
14637,-6.233,r&b
14638,-8.888,r&b
14640,-9.537,r&b
14641,-9.883,r&b
14642,-4.86,r&b
14643,-11.136,r&b
14644,-7.103,r&b
14645,-10.744,r&b
14646,-8.018,r&b
14647,-3.957,r&b
14648,-6.455,r&b
14649,-8.383,r&b
14650,-8.258,r&b
14651,-8.374,r&b
14652,-6.366,r&b
14653,-10.097,r&b
14654,-6.407,r&b
14655,-7.409,r&b
14656,-6.108,r&b
14657,-7.303,r&b
14658,-12.954,r&b
14659,-6.189,r&b
14660,-5.776,r&b
14661,-4.692,r&b
14662,-3.669,r&b
14663,-8.448,r&b
14664,-5.691,r&b
14665,-9.102,r&b
14666,-13.881,r&b
14667,-10.757,r&b
14668,-6.305,r&b
14669,-7.808,r&b
14670,-7.449,r&b
14682,-7.94,r&b
14694,-8.886,r&b
14810,-7.485,r&b
14811,-7.481,r&b
14812,-5.916,r&b
14813,-8.678,r&b
14822,-7.845,r&b
14823,-8.983,r&b
14824,-8.065,r&b
14844,-5.505,r&b
14845,-9.092,r&b
14846,-7.701,r&b
14847,-10.001,r&b
14848,-5.792,r&b
14849,-7.397,r&b
14850,-7.471,r&b
14851,-7.718,r&b
14852,-6.98,r&b
14853,-5.468,r&b
14854,-9.113,r&b
14855,-6.994,r&b
14856,-10.504,r&b
14857,-11.752,r&b
14981,-4.743,r&b
14993,-8.134,r&b
14994,-8.349,r&b
14995,-6.175,r&b
14996,-11.155,r&b
14997,-11.949,r&b
14998,-6.938,r&b
14999,-3.696,r&b
15000,-6.792,r&b
15001,-15.815,r&b
15002,-8.549,r&b
15003,-10.134,r&b
15004,-6.134,r&b
15005,-7.474,r&b
15006,-8.775,r&b
15007,-10.251,r&b
15008,-8.212,r&b
15009,-7.245,r&b
15010,-7.938,r&b
15011,-9.348,r&b
15012,-12.033,r&b
15013,-6.68,r&b
15014,-8.635,r&b
15015,-11.266,r&b
15016,-7.103,r&b
15017,-9.451,r&b
15018,-6.68,r&b
15019,-9.714,r&b
15020,-4.456,r&b
15021,-8.33,r&b
15022,-8.818,r&b
15033,-6.749,r&b
15034,-5.68,r&b
15035,-11.796,r&b
15036,-11.132,r&b
15086,-5.61,r&b
15087,-7.062,r&b
15088,-9.54,r&b
15089,-5.002,r&b
15090,-8.521,r&b
15091,-8.066,r&b
15092,-7.424,r&b
15093,-6.714,r&b
15094,-5.794,r&b
15095,-5.279,r&b
15096,-4.964,r&b
15098,-8.911,r&b
15099,-4.023,r&b
15100,-5.562,r&b
15116,-7.143,r&b
15122,-12.363,r&b
15123,-11.577,r&b
15124,-9.194,r&b
15125,-4.604,r&b
15126,-4.469,r&b
15127,-8.095,r&b
15128,-5.634,r&b
15129,-6.291,r&b
15130,-8.986,r&b
15135,-9.649,r&b
15144,-6.634,r&b
15145,-8.676,r&b
15146,-4.961,r&b
15157,-5.738,r&b
15158,-3.755,r&b
15159,-8.103,r&b
15160,-8.592,r&b
15503,-6.959,r&b
15504,-5.603,r&b
15505,-8.238,r&b
15506,-4.243,r&b
15507,-1.299,r&b
15508,-3.872,r&b
15509,-7.165,r&b
15510,-6.393,r&b
15511,-3.041,r&b
15515,-4.938,r&b
15516,-6.639,r&b
15517,-5.909,r&b
15518,-4.728,r&b
15519,-4.506,r&b
15520,-9.369,r&b
15521,-3.024,r&b
15522,-5.46,r&b
15523,-4.052,r&b
15524,-2.398,r&b
15525,-5.758,r&b
15526,-4.802,r&b
15527,-4.67,r&b
15528,-8.399,r&b
15529,-7.678,r&b
15530,-5.725,r&b
15531,-4.983,r&b
15532,-7.577,r&b
15533,-4.753,r&b
15534,-4.143,r&b
15535,-5.305,r&b
15536,-6.347,r&b
15537,-4.551,r&b
15538,-8.23,r&b
15539,-5.134,r&b
15540,-7.674,r&b
15541,-5.0,r&b
15542,-3.005,r&b
15543,-6.306,r&b
15544,-2.663,r&b
15545,-7.161,r&b
15546,-4.369,r&b
15547,-5.446,r&b
15548,-8.336,r&b
15549,-7.029,r&b
15550,-6.099,r&b
15551,-4.958,r&b
15552,-7.043,r&b
15553,-10.02,r&b
15554,-3.702,r&b
15555,-6.569,r&b
15556,-7.457,r&b
15557,-5.564,r&b
15558,-6.957,r&b
15559,-5.008,r&b
15565,-5.899,r&b
15566,-5.873,r&b
15567,-9.91,r&b
15568,-5.757,r&b
15569,-11.964,r&b
15837,-6.787,r&b
15838,-4.49,r&b
15839,-6.503,r&b
15840,-8.042,r&b
15847,-4.976,r&b
15848,-8.883,r&b
15849,-12.614,r&b
15850,-7.632,r&b
15853,-8.921,r&b
15854,-5.662,r&b
15855,-5.98,r&b
15856,-8.366,r&b
15857,-5.835,r&b
15858,-6.757,r&b
15867,-8.703,r&b
15868,-5.032,r&b
15869,-8.747,r&b
15870,-6.197,r&b
15871,-14.023,r&b
15872,-8.162,r&b
15879,-7.532,r&b
15880,-9.537,r&b
15881,-8.212,r&b
15882,-7.537,r&b
15883,-9.092,r&b
15884,-4.79,r&b
15885,-7.029,r&b
15886,-8.061,r&b
15895,-3.092,r&b
15896,-5.118,r&b
15897,-6.498,r&b
15898,-7.804,r&b
15899,-10.079,r&b
15938,-5.431,r&b
15939,-7.784,r&b
15940,-6.612,r&b
15949,-8.335,r&b
15950,-7.338,r&b
15963,-6.638,r&b
15964,-12.264,r&b
15965,-9.029,r&b
15966,-10.16,r&b
15967,-9.747,r&b
15968,-7.999,r&b
15969,-8.478,r&b
15970,-8.5,r&b
15971,-6.867,r&b
15972,-7.741,r&b
15973,-7.678,r&b
15974,-11.558,r&b
15975,-11.791,r&b
15976,-9.871,r&b
15977,-10.022,r&b
15978,-7.755,r&b
15979,-9.086,r&b
15980,-6.143,r&b
15981,-8.112,r&b
15982,-5.286,r&b
15983,-12.731,r&b
15984,-9.22,r&b
15985,-5.315,r&b
15986,-6.742,r&b
15987,-7.853,r&b
15988,-12.129,r&b
15989,-11.799,r&b
15990,-6.003,r&b
15991,-4.778,r&b
15992,-7.395,r&b
15993,-8.699,r&b
15994,-7.584,r&b
15995,-10.087,r&b
15996,-6.759,r&b
15997,-9.295,r&b
16012,-5.914,r&b
16013,-8.971,r&b
16014,-7.931,r&b
16015,-8.215,r&b
16016,-6.226,r&b
16032,-8.116,r&b
16033,-8.513,r&b
16339,-9.374,r&b
16340,-13.194,r&b
16341,-9.76,r&b
16342,-7.155,r&b
16343,-5.862,r&b
16344,-7.048,r&b
16345,-3.927,r&b
16346,-12.328,r&b
16347,-11.232,r&b
16348,-5.952,r&b
16349,-7.924,r&b
16350,-9.115,r&b
16351,-7.346,r&b
16352,-6.944,r&b
16353,-10.96,r&b
16354,-4.896,r&b
16355,-3.344,r&b
16356,-16.019,r&b
16357,-7.319,r&b
16358,-5.109,r&b
16359,-6.438,r&b
16431,-5.655,r&b
16432,-9.484,r&b
16433,-11.784,r&b
16434,-9.445,r&b
16435,-4.288,r&b
16436,-8.819,r&b
16437,-9.481,r&b
16438,-12.598,r&b
16439,-7.509,r&b
16440,-12.932,r&b
16441,-7.268,r&b
16442,-6.04,r&b
16443,-8.784,r&b
16444,-8.942,r&b
16445,-10.488,r&b
16446,-6.255,r&b
16447,-10.48,r&b
16448,-9.663,r&b
16449,-3.438,r&b
16450,-5.717,r&b
16451,-8.786,r&b
16452,-7.702,r&b
16453,-11.232,r&b
16454,-15.182,r&b
16455,-8.216,r&b
16456,-6.724,r&b
16457,-13.884,r&b
16458,-8.651,r&b
16459,-9.952,r&b
16460,-6.696,r&b
16461,-4.78,r&b
16462,-8.346,r&b
16463,-3.75,r&b
16464,-10.976,r&b
16465,-7.435,r&b
16466,-5.69,r&b
16467,-4.267,r&b
16468,-5.763,r&b
16469,-10.31,r&b
16470,-8.804,r&b
16471,-7.422,r&b
16472,-9.599,r&b
16473,-3.657,r&b
16474,-14.346,r&b
16475,-7.328,r&b
16476,-6.486,r&b
16477,-6.166,r&b
16478,-4.412,r&b
16479,-6.838,r&b
16480,-6.823,r&b
16481,-9.965,r&b
16482,-1.915,r&b
16483,-6.239,r&b
16484,-6.863,r&b
16485,-6.537,r&b
16486,-10.722,r&b
16487,-9.359,r&b
19009,-13.489,r&b
19010,-7.071,r&b
19011,-11.736,r&b
19012,-8.45,r&b
19013,-8.039,r&b
19014,-10.375,r&b
19015,-12.327,r&b
19016,-13.656,r&b
19017,-13.212,r&b
19018,-8.407,r&b
19019,-23.035,r&b
19020,-7.19,r&b
19021,-11.776,r&b
19022,-7.053,r&b
19023,-9.301,r&b
19024,-9.889,r&b
19025,-12.151,r&b
19026,-10.196,r&b
19027,-14.664,r&b
19028,-12.372,r&b
19029,-7.211,r&b
19030,-10.926,r&b
19031,-9.152,r&b
19032,-16.528,r&b
19033,-7.183,r&b
19034,-8.751,r&b
19035,-5.552,r&b
19036,-8.347,r&b
19037,-4.248,r&b
19038,-12.679,r&b
19039,-6.663,r&b
19040,-14.07,r&b
19041,-6.619,r&b
19042,-10.193,r&b
19043,-11.624,r&b
19044,-2.981,r&b
19045,-4.093,r&b
19046,-10.972,r&b
19047,-12.333,r&b
19048,-10.85,r&b
19049,-10.395,r&b
19050,-5.884,r&b
19051,-12.683,r&b
19052,-10.48,r&b
19053,-5.915,r&b
19054,-5.894,r&b
19055,-8.772,r&b
19056,-9.141,r&b
19057,-9.273,r&b
19058,-9.503,r&b
19059,-11.177,r&b
19060,-10.491,r&b
19061,-12.732,r&b
19062,-6.605,r&b
19063,-12.564,r&b
19064,-5.988,r&b
19065,-9.771,r&b
19066,-5.107,r&b
19067,-6.836,r&b
19068,-12.061,r&b
19069,-8.217,r&b
19070,-7.374,r&b
19071,-18.248,r&b
19072,-9.913,r&b
19073,-9.795,r&b
19074,-4.459,r&b
19075,-12.494,r&b
19076,-8.741,r&b
19106,-6.469,r&b
19107,-12.719,r&b
19108,-9.135,r&b
19109,-8.534,r&b
19110,-8.086,r&b
19111,-8.122,r&b
19112,-9.621,r&b
19128,-15.009,r&b
19137,-8.236,r&b
19138,-4.733,r&b
19139,-5.059,r&b
19140,-8.188,r&b
19141,-6.269,r&b
19142,-5.033,r&b
19143,-7.158,r&b
19144,-6.435,r&b
19145,-9.486,r&b
19146,-6.822,r&b
19147,-16.247,r&b
19148,-6.337,r&b
19149,-9.875,r&b
19150,-7.196,r&b
19151,-10.398,r&b
19152,-9.22,r&b
19153,-5.879,r&b
19158,-10.484,r&b
19160,-9.039,r&b
19161,-6.179,r&b
19162,-7.738,r&b
19163,-8.283,r&b
19164,-7.162,r&b
19165,-13.131,r&b
19166,-7.246,r&b
19167,-5.805,r&b
19168,-7.944,r&b
19169,-7.922,r&b
19170,-5.457,r&b
19171,-9.221,r&b
19172,-8.881,r&b
19173,-9.663,r&b
19174,-8.273,r&b
19175,-8.215,r&b
19176,-6.662,r&b
19177,-8.559,r&b
19178,-8.805,r&b
19179,-5.248,r&b
19180,-9.414,r&b
19181,-6.804,r&b
19182,-6.858,r&b
19183,-8.108,r&b
19184,-7.667,r&b
19185,-5.294,r&b
19186,-7.233,r&b
19187,-7.009,r&b
19188,-10.456,r&b
19190,-7.662,r&b
19191,-5.959,r&b
19192,-7.324,r&b
19193,-7.555,r&b
19194,-14.931,r&b
19195,-11.898,r&b
19196,-9.693,r&b
19197,-8.613,r&b
19199,-13.093,r&b
19200,-12.075,r&b
19201,-12.068,r&b
19207,-8.714,r&b
19216,-9.949,r&b
19217,-11.043,r&b
19218,-5.817,r&b
19219,-13.674,r&b
19220,-9.046,r&b
19225,-10.989,r&b
19226,-13.145,r&b
19227,-10.13,r&b
19228,-8.971,r&b
19229,-10.426,r&b
19230,-19.756,r&b
19231,-9.354,r&b
19232,-9.562,r&b
19246,-7.229,r&b
19247,-8.547,r&b
19248,-6.67,r&b
19320,-8.359,r&b
19321,-7.15,r&b
19322,-4.986,r&b
19323,-5.334,r&b
19324,-4.161,r&b
19325,-3.664,r&b
19327,-7.422,r&b
19335,-6.79,r&b
19336,-6.722,r&b
19337,-5.28,r&b
19338,-11.705,r&b
19339,-6.311,r&b
19340,-5.434,r&b
19341,-6.8,r&b
19342,-6.659,r&b
19343,-6.448,r&b
19345,-12.285,r&b
19350,-7.253,r&b
19351,-7.614,r&b
19382,-4.87,r&b
19383,-7.758,r&b
19384,-6.44,r&b
19385,-6.231,r&b
19386,-6.543,r&b
19387,-7.684,r&b
19388,-5.997,r&b
19389,-4.655,r&b
19390,-10.959,r&b
19391,-10.75,r&b
19392,-6.282,r&b
19393,-6.777,r&b
19394,-7.976,r&b
19395,-11.158,r&b
19396,-3.93,r&b
19397,-4.808,r&b
19398,-8.668,r&b
19399,-6.847,r&b
19400,-6.557,r&b
19401,-4.363,r&b
19402,-5.494,r&b
19403,-4.177,r&b
19404,-4.193,r&b
19405,-4.353,r&b
19406,-4.185,r&b
19407,-5.013,r&b
19408,-6.059,r&b
19409,-3.324,r&b
19410,-5.693,r&b
19411,-7.56,r&b
19412,-3.163,r&b
19413,-4.211,r&b
19414,-4.916,r&b
19415,-4.964,r&b
19432,-5.27,r&b
19433,-5.427,r&b
19434,-7.032,r&b
19435,-5.049,r&b
19436,-4.266,r&b
19437,-8.829,r&b
19438,-8.102,r&b
19439,-4.074,r&b
19440,-5.614,r&b
19441,-6.815,r&b
19442,-8.165,r&b
19443,-6.01,r&b
19444,-8.864,r&b
19449,-9.579,r&b
19458,-6.247,r&b
19460,-5.023,r&b
19461,-5.003,r&b
19462,-8.741,r&b
19463,-5.637,r&b
19464,-5.666,r&b
19465,-4.168,r&b
19466,-13.779,r&b
19473,-11.649,r&b
19475,-5.455,r&b
19476,-7.099,r&b
19477,-4.198,r&b
19478,-5.897,r&b
19479,-6.037,r&b
19482,-5.137,r&b
19483,-10.477,r&b
19484,-6.168,r&b
19485,-5.649,r&b
19486,-5.796,r&b
19487,-9.354,r&b
19488,-10.394,r&b
19489,-7.584,r&b
19490,-9.306,r&b
19491,-10.125,r&b
19492,-4.652,r&b
19493,-5.537,r&b
19494,-5.151,r&b
19495,-7.11,r&b
19496,-7.073,r&b
19497,-8.462,r&b
19498,-6.491,r&b
19499,-9.637,r&b
19500,-8.945,r&b
19501,-6.194,r&b
19502,-4.869,r&b
19503,-3.964,r&b
19504,-6.221,r&b
19505,-6.893,r&b
19506,-3.237,r&b
19507,-5.971,r&b
19508,-7.69,r&b
19509,-7.548,r&b
19510,-3.89,r&b
19511,-8.684,r&b
19512,-5.084,r&b
19513,-1.919,r&b
19514,-4.033,r&b
19515,-4.646,r&b
19516,-8.426,r&b
19518,-5.061,r&b
19519,-8.847,r&b
19520,-4.717,r&b
19521,-4.905,r&b
19526,-2.801,r&b
19532,-6.396,r&b
19533,-5.334,r&b
19534,-8.155,r&b
19535,-4.262,r&b
19536,-6.784,r&b
19537,-11.04,r&b
19538,-6.017,r&b
19539,-8.27,r&b
19540,-7.628,r&b
19541,-7.147,r&b
19542,-3.837,r&b
19543,-6.347,r&b
19544,-4.727,r&b
19545,-10.011,r&b
19546,-6.302,r&b
19547,-6.728,r&b
19548,-9.106,r&b
19549,-5.173,r&b
19550,-6.951,r&b
19551,-6.958,r&b
19552,-6.566,r&b
19553,-6.827,r&b
19554,-8.205,r&b
19555,-4.872,r&b
19556,-7.214,r&b
19557,-5.695,r&b
19558,-6.075,r&b
19559,-9.876,r&b
19560,-8.116,r&b
19561,-9.191,r&b
19562,-8.553,r&b
19563,-8.99,r&b
19565,-4.15,r&b
19566,-5.383,r&b
19567,-5.0,r&b
19568,-5.008,r&b
19572,-9.885,r&b
19575,-9.838,r&b
19576,-7.732,r&b
19581,-20.376,r&b
19582,-8.941,r&b
19583,-11.421,r&b
19584,-4.325,r&b
19585,-5.501,r&b
19586,-5.83,r&b
19587,-5.85,r&b
19588,-5.7,r&b
19589,-8.79,r&b
19590,-8.779,r&b
19591,-8.902,r&b
19592,-8.388,r&b
19593,-15.295,r&b
19594,-11.361,r&b
19595,-3.39,r&b
19596,-9.231,r&b
19597,-6.844,r&b
19598,-8.503,r&b
19599,-12.014,r&b
19600,-10.499,r&b
19601,-3.556,r&b
19602,-8.856,r&b
19603,-7.541,r&b
19604,-6.954,r&b
19605,-7.333,r&b
19606,-6.077,r&b
19607,-6.775,r&b
19608,-13.473,r&b
19609,-12.136,r&b
19610,-5.616,r&b
19611,-7.373,r&b
19614,-10.833,r&b
19615,-5.801,r&b
19616,-10.248,r&b
19617,-13.487,r&b
19618,-10.533,r&b
19619,-6.521,r&b
19620,-10.831,r&b
19621,-3.615,r&b
19622,-7.194,r&b
19623,-9.494,r&b
19624,-5.968,r&b
19625,-10.688,r&b
19626,-7.153,r&b
19627,-7.244,r&b
19628,-6.997,r&b
19629,-7.03,r&b
19630,-4.61,r&b
19631,-7.652,r&b
19632,-10.8,r&b
19633,-2.552,r&b
19634,-9.481,r&b
19635,-4.082,r&b
19636,-6.312,r&b
19637,-7.403,r&b
19638,-7.94,r&b
19639,-2.955,r&b
19640,-8.446,r&b
19641,-7.824,r&b
19642,-3.092,r&b
19643,-6.491,r&b
19644,-6.432,r&b
19645,-7.547,r&b
19646,-7.368,r&b
19647,-3.952,r&b
19668,-9.468,r&b
19669,-9.544,r&b
19670,-9.236,r&b
19671,-7.863,r&b
19710,-6.356,r&b
19718,-10.311,r&b
19719,-9.686,r&b
19720,-17.046,r&b
19721,-5.939,r&b
19722,-5.542,r&b
19723,-3.759,r&b
19724,-8.858,r&b
19725,-9.257,r&b
19726,-5.224,r&b
19727,-7.124,r&b
19728,-8.662,r&b
19729,-7.426,r&b
19730,-6.967,r&b
19731,-8.187,r&b
19732,-8.161,r&b
19733,-4.802,r&b
19734,-6.221,r&b
19735,-7.604,r&b
19736,-7.615,r&b
19737,-12.183,r&b
19738,-5.534,r&b
19739,-11.141,r&b
19740,-8.205,r&b
19741,-5.947,r&b
19742,-6.546,r&b
19743,-6.237,r&b
19744,-8.943,r&b
19745,-5.091,r&b
19746,-7.577,r&b
19747,-7.395,r&b
19748,-9.492,r&b
19749,-8.484,r&b
19750,-7.12,r&b
19751,-5.631,r&b
19752,-6.776,r&b
19753,-4.688,r&b
19754,-7.078,r&b
19755,-4.697,r&b
19756,-8.408,r&b
19757,-9.379,r&b
19758,-6.827,r&b
19759,-8.201,r&b
19760,-11.64,r&b
19761,-5.618,r&b
19762,-9.35,r&b
19763,-7.105,r&b
19764,-5.912,r&b
19765,-8.404,r&b
19766,-10.078,r&b
19767,-6.668,r&b
19768,-10.88,r&b
19769,-11.881,r&b
19770,-8.582,r&b
19771,-8.56,r&b
19772,-4.375,r&b
19773,-9.521,r&b
19774,-9.312,r&b
19775,-9.89,r&b
19776,-6.652,r&b
19777,-6.493,r&b
19778,-6.582,r&b
19779,-8.522,r&b
19780,-5.351,r&b
19781,-7.975,r&b
19782,-7.851,r&b
19783,-6.102,r&b
19784,-7.437,r&b
19785,-7.946,r&b
19786,-5.06,r&b
19830,-6.242,r&b
19831,-5.224,r&b
19832,-7.407,r&b
19833,-5.729,r&b
19834,-6.423,r&b
19835,-4.803,r&b
19836,-5.025,r&b
19837,-4.454,r&b
19838,-6.051,r&b
19839,-8.702,r&b
19840,-6.553,r&b
19841,-6.286,r&b
19842,-9.088,r&b
19843,-6.76,r&b
19844,-5.552,r&b
19845,-9.08,r&b
19846,-8.644,r&b
19848,-7.231,r&b
19849,-3.99,r&b
19850,-11.88,r&b
19851,-8.789,r&b
19852,-8.414,r&b
19853,-5.649,r&b
19854,-8.214,r&b
19855,-6.194,r&b
19856,-5.867,r&b
19858,-6.831,r&b
19859,-7.875,r&b
19860,-7.392,r&b
19861,-8.516,r&b
19862,-5.42,r&b
19863,-7.34,r&b
19864,-6.907,r&b
19881,-7.604,r&b
19883,-8.527,r&b
19884,-7.469,r&b
19885,-7.104,r&b
19886,-3.944,r&b
19887,-6.207,r&b
19888,-7.0,r&b
19889,-5.198,r&b
19890,-5.571,r&b
19891,-4.05,r&b
19892,-8.337,r&b
19893,-7.79,r&b
19894,-6.527,r&b
19895,-5.371,r&b
19896,-8.43,r&b
19897,-3.47,r&b
19898,-4.597,r&b
19899,-6.333,r&b
19900,-5.429,r&b
19901,-5.553,r&b
19902,-7.831,r&b
19903,-4.629,r&b
19904,-4.089,r&b
19905,-7.197,r&b
19906,-3.165,r&b
19907,-6.643,r&b
19908,-5.261,r&b
19909,-6.328,r&b
19910,-4.885,r&b
19911,-4.114,r&b
19912,-4.704,r&b
19913,-4.681,r&b
19914,-6.891,r&b
19915,-5.528,r&b
19916,-4.139,r&b
19917,-5.879,r&b
19918,-5.937,r&b
19919,-6.612,r&b
19921,-9.303,r&b
19927,-5.502,r&b
19937,-7.578,r&b
19938,-5.052,r&b
19939,-6.398,r&b
19945,-8.501,r&b
19953,-5.36,r&b
19954,-5.723,r&b
19955,-4.801,r&b
19956,-5.519,r&b
19957,-9.832,r&b
19958,-5.71,r&b
19959,-6.707,r&b
19960,-7.592,r&b
19961,-5.425,r&b
19962,-7.069,r&b
19963,-4.099,r&b
19964,-6.185,r&b
19965,-5.571,r&b
19966,-4.516,r&b
19967,-6.158,r&b
19968,-6.553,r&b
19969,-6.883,r&b
19970,-5.123,r&b
19971,-7.333,r&b
19974,-5.342,r&b
19975,-6.058,r&b
19981,-6.792,r&b
19990,-7.363,r&b
19991,-4.546,r&b
19992,-6.348,r&b
19993,-4.354,r&b
19994,-7.921,r&b
19995,-3.796,r&b
19996,-5.119,r&b
19997,-6.448,r&b
19998,-8.637,r&b
19999,-3.234,r&b
20000,-5.682,r&b
20001,-6.896,r&b
20002,-5.256,r&b
20003,-3.412,r&b
20004,-6.259,r&b
20005,-9.5,r&b
20006,-4.162,r&b
20007,-3.429,r&b
20008,-5.276,r&b
20009,-8.199,r&b
20010,-4.369,r&b
20011,-6.178,r&b
20012,-4.86,r&b
20013,-5.676,r&b
20014,-4.779,r&b
20015,-5.859,r&b
20016,-6.749,r&b
20018,-7.231,r&b
20019,-5.854,r&b
20020,-5.473,r&b
20021,-7.843,r&b
20022,-5.656,r&b
20023,-5.844,r&b
