,tempo,playlist_genre
1779,192.484,r&b
1780,125.831,r&b
1782,93.521,r&b
1783,134.94,r&b
1784,120.054,r&b
1785,75.004,r&b
1790,77.643,r&b
1793,137.955,r&b
1794,89.486,r&b
1795,90.041,r&b
1796,101.98,r&b
1797,139.997,r&b
1798,117.092,r&b
1802,90.002,r&b
1803,188.057,r&b
1804,155.985,r&b
1805,103.102,r&b
1806,147.022,r&b
1807,96.125,r&b
1808,127.994,r&b
1809,80.015,r&b
1810,85.521,r&b
1811,105.009,r&b
1812,93.001,r&b
1813,96.036,r&b
1816,128.975,r&b
1817,188.03,r&b
1818,85.002,r&b
1819,139.941,r&b
1820,135.044,r&b
1821,140.035,r&b
1822,150.795,r&b
1823,76.211,r&b
1824,120.101,r&b
1831,141.99,r&b
1849,106.888,r&b
1850,175.72,r&b
1851,97.675,r&b
1855,115.008,r&b
1856,109.003,r&b
1860,80.077,r&b
1861,102.914,r&b
1862,119.995,r&b
1878,100.047,r&b
1892,105.725,r&b
1893,92.207,r&b
1894,115.792,r&b
1895,105.0,r&b
1896,90.005,r&b
1897,141.84,r&b
1898,95.005,r&b
1899,98.057,r&b
1900,95.982,r&b
1905,96.051,r&b
1906,119.214,r&b
1928,99.879,r&b
1930,109.969,r&b
1933,86.038,r&b
1934,97.053,r&b
1935,80.902,r&b
1936,201.868,r&b
1937,107.184,r&b
1938,99.769,r&b
1939,109.536,r&b
1941,105.978,r&b
1942,99.055,r&b
1943,128.122,r&b
1944,102.046,r&b
2193,134.976,r&b
2196,165.647,r&b
2197,168.301,r&b
2198,110.0,r&b
2199,94.828,r&b
2200,100.634,r&b
2201,88.571,r&b
2202,98.691,r&b
2203,100.027,r&b
2204,103.024,r&b
2205,126.997,r&b
2206,129.999,r&b
2207,195.042,r&b
2208,110.726,r&b
2209,120.627,r&b
2221,95.088,r&b
2222,96.76,r&b
2223,120.012,r&b
2224,79.977,r&b
2225,164.306,r&b
2226,79.97,r&b
2227,120.066,r&b
2228,119.924,r&b
2229,87.001,r&b
2260,90.982,r&b
2261,120.15,r&b
2262,94.966,r&b
2263,125.054,r&b
2264,94.992,r&b
2265,125.291,r&b
2266,172.23,r&b
2267,77.565,r&b
2268,93.019,r&b
2269,129.434,r&b
2270,101.979,r&b
2271,128.023,r&b
2272,83.681,r&b
2274,97.514,r&b
2308,108.74,r&b
2309,132.215,r&b
2310,105.966,r&b
2311,172.484,r&b
2312,133.939,r&b
2313,85.045,r&b
2314,104.892,r&b
2318,119.825,r&b
2319,133.954,r&b
2320,112.049,r&b
2323,113.088,r&b
2333,95.512,r&b
2334,97.976,r&b
2335,101.013,r&b
2336,91.017,r&b
2337,106.043,r&b
2338,102.449,r&b
2339,134.002,r&b
2340,159.976,r&b
2341,89.976,r&b
2342,88.997,r&b
2343,159.841,r&b
2344,96.933,r&b
2345,77.084,r&b
2348,70.435,r&b
2356,136.191,r&b
2357,140.021,r&b
2358,99.033,r&b
2359,106.984,r&b
2360,165.968,r&b
2362,156.022,r&b
2363,119.535,r&b
2364,89.008,r&b
2365,84.931,r&b
2366,64.949,r&b
2367,139.763,r&b
2368,90.03,r&b
2369,88.983,r&b
2370,92.582,r&b
2371,93.997,r&b
2372,147.943,r&b
2373,96.696,r&b
2374,168.028,r&b
2375,81.996,r&b
2376,91.403,r&b
2402,89.998,r&b
2403,90.041,r&b
2404,140.016,r&b
2415,97.075,r&b
2416,97.621,r&b
2417,94.951,r&b
2418,92.309,r&b
2419,155.114,r&b
2420,119.395,r&b
2421,79.888,r&b
2422,121.966,r&b
2423,119.435,r&b
2424,94.017,r&b
2425,133.983,r&b
2426,181.982,r&b
2427,185.571,r&b
2571,90.024,r&b
2572,87.86,r&b
3168,97.515,r&b
3169,104.883,r&b
3170,102.597,r&b
3171,108.925,r&b
3172,104.259,r&b
3173,105.551,r&b
3174,108.014,r&b
3175,102.93,r&b
3176,104.973,r&b
3177,102.829,r&b
3180,115.577,r&b
3181,111.904,r&b
3182,102.727,r&b
3183,111.308,r&b
3184,105.518,r&b
3185,109.869,r&b
3186,109.116,r&b
3187,113.325,r&b
3188,119.966,r&b
3189,121.656,r&b
3190,100.133,r&b
3191,122.363,r&b
3192,137.714,r&b
3193,111.366,r&b
3194,137.534,r&b
3195,197.768,r&b
3196,108.002,r&b
3197,101.309,r&b
3198,108.353,r&b
3199,108.296,r&b
3200,105.327,r&b
3201,114.414,r&b
3202,105.733,r&b
3203,97.997,r&b
3204,113.728,r&b
3208,114.173,r&b
3209,83.191,r&b
3210,97.718,r&b
3211,104.653,r&b
3212,93.929,r&b
3214,103.33,r&b
3218,106.954,r&b
3219,105.569,r&b
3221,87.617,r&b
3222,96.74,r&b
3223,92.439,r&b
3224,107.886,r&b
3229,110.36,r&b
3230,111.599,r&b
3231,109.616,r&b
3232,182.448,r&b
3233,147.435,r&b
3234,130.984,r&b
3235,113.707,r&b
3236,99.91,r&b
3238,110.947,r&b
3239,114.959,r&b
3240,128.785,r&b
3241,102.001,r&b
3242,112.37,r&b
3243,118.73,r&b
3247,115.229,r&b
3248,135.406,r&b
3249,121.92,r&b
3250,109.18,r&b
3262,74.77,r&b
3263,126.007,r&b
3264,120.571,r&b
3265,173.086,r&b
3266,208.209,r&b
3270,177.108,r&b
3271,106.74,r&b
3272,134.624,r&b
3273,110.943,r&b
3275,102.697,r&b
3283,113.12,r&b
3284,91.914,r&b
3285,117.893,r&b
3286,118.396,r&b
3287,109.174,r&b
3288,107.145,r&b
3289,107.11,r&b
3290,208.057,r&b
3291,103.508,r&b
3292,200.258,r&b
3293,103.252,r&b
3294,113.032,r&b
3295,111.977,r&b
3296,105.251,r&b
3298,106.931,r&b
3299,105.935,r&b
3300,104.873,r&b
3301,105.403,r&b
3302,114.114,r&b
3303,100.097,r&b
3304,102.313,r&b
3310,116.858,r&b
3316,107.886,r&b
3317,104.976,r&b
3318,111.63,r&b
3319,155.864,r&b
3320,110.2,r&b
3321,107.314,r&b
3322,107.947,r&b
3323,109.593,r&b
3435,101.965,r&b
3436,205.696,r&b
3441,124.323,r&b
3442,103.852,r&b
3443,106.933,r&b
3444,99.887,r&b
3445,102.916,r&b
3446,107.969,r&b
3447,107.101,r&b
3448,105.873,r&b
3449,108.07,r&b
3450,103.045,r&b
3451,102.885,r&b
3452,106.064,r&b
3453,107.375,r&b
3454,126.324,r&b
3455,110.122,r&b
3456,109.399,r&b
3467,118.239,r&b
3886,136.402,r&b
3889,124.015,r&b
3890,118.024,r&b
3891,73.037,r&b
3892,98.076,r&b
3893,135.438,r&b
3895,92.92,r&b
3896,89.975,r&b
3897,160.125,r&b
3898,95.969,r&b
3899,176.107,r&b
3900,75.638,r&b
3901,78.009,r&b
3917,119.987,r&b
3918,107.987,r&b
3919,108.418,r&b
3920,108.98,r&b
3921,79.96,r&b
3922,102.128,r&b
3923,180.006,r&b
3924,157.791,r&b
3925,102.098,r&b
3926,170.049,r&b
3927,120.032,r&b
3928,172.12,r&b
3929,100.031,r&b
3930,96.005,r&b
3931,100.025,r&b
3932,77.599,r&b
4159,160.014,r&b
4160,210.164,r&b
4161,133.992,r&b
4162,124.979,r&b
4163,120.042,r&b
4164,85.008,r&b
4165,153.976,r&b
4166,76.016,r&b
4167,67.295,r&b
4168,87.546,r&b
4169,97.97,r&b
4172,86.32,r&b
4173,147.935,r&b
4174,87.17,r&b
4175,185.981,r&b
4176,119.855,r&b
4177,70.958,r&b
4178,119.77,r&b
4179,98.038,r&b
4183,102.022,r&b
4184,72.989,r&b
4185,129.8,r&b
4190,84.978,r&b
4191,148.051,r&b
4192,76.698,r&b
4193,79.54,r&b
4194,178.028,r&b
4195,94.491,r&b
4210,159.78,r&b
4211,74.701,r&b
4212,66.97,r&b
4213,76.988,r&b
4397,123.065,r&b
4398,149.969,r&b
4399,99.01,r&b
4400,109.423,r&b
4401,130.021,r&b
4402,142.111,r&b
4403,130.022,r&b
4404,83.0,r&b
4405,99.996,r&b
4406,95.071,r&b
4407,127.967,r&b
4408,109.067,r&b
4409,134.853,r&b
4410,146.045,r&b
4411,89.331,r&b
4412,92.027,r&b
4413,89.962,r&b
4414,130.019,r&b
4415,95.971,r&b
4416,120.03,r&b
4417,85.887,r&b
4418,139.942,r&b
4419,80.162,r&b
4420,160.182,r&b
4421,97.975,r&b
4422,192.318,r&b
4423,48.981,r&b
4424,120.06,r&b
4425,60.01,r&b
4426,124.051,r&b
4427,90.011,r&b
4428,74.478,r&b
4429,129.252,r&b
4430,83.939,r&b
4431,89.023,r&b
4432,79.397,r&b
4433,104.064,r&b
4434,120.073,r&b
4435,89.973,r&b
4436,105.066,r&b
4437,123.904,r&b
4438,75.563,r&b
4439,95.922,r&b
4440,89.998,r&b
4441,81.967,r&b
4442,121.948,r&b
4443,93.972,r&b
4444,101.616,r&b
4445,147.927,r&b
4446,167.993,r&b
4447,94.017,r&b
4448,127.985,r&b
4449,99.993,r&b
4450,119.992,r&b
4451,117.988,r&b
4452,199.755,r&b
4453,128.061,r&b
4454,71.004,r&b
4455,101.023,r&b
4456,91.803,r&b
4457,123.869,r&b
4458,80.951,r&b
4459,134.001,r&b
4460,94.953,r&b
4484,102.823,r&b
4485,102.788,r&b
4486,81.729,r&b
4487,89.976,r&b
4488,113.874,r&b
4489,109.952,r&b
4490,96.489,r&b
4491,114.874,r&b
4492,119.757,r&b
4493,111.416,r&b
4494,115.214,r&b
4495,133.159,r&b
4496,95.018,r&b
4497,103.753,r&b
4498,143.813,r&b
4499,98.996,r&b
4500,111.737,r&b
4501,99.581,r&b
4502,112.915,r&b
4503,110.24,r&b
4504,114.052,r&b
4505,126.073,r&b
4506,105.414,r&b
4507,106.118,r&b
4508,98.0,r&b
4509,87.261,r&b
4510,93.766,r&b
4511,101.886,r&b
4512,99.492,r&b
4513,172.635,r&b
4514,96.643,r&b
4515,189.092,r&b
4516,117.907,r&b
4517,81.822,r&b
4518,124.811,r&b
4519,125.951,r&b
4783,114.045,r&b
4797,138.357,r&b
4798,167.569,r&b
4799,127.77,r&b
4800,176.086,r&b
4801,122.089,r&b
4802,126.515,r&b
4803,126.036,r&b
4804,72.288,r&b
4805,94.645,r&b
4806,118.931,r&b
4807,116.943,r&b
4808,115.459,r&b
4809,131.28,r&b
4810,130.295,r&b
4811,77.928,r&b
4812,91.015,r&b
4827,69.199,r&b
4832,200.885,r&b
4833,93.956,r&b
4844,108.415,r&b
4845,85.099,r&b
4858,75.383,r&b
4859,113.466,r&b
4860,95.971,r&b
4861,80.768,r&b
4862,71.993,r&b
4863,97.543,r&b
4864,120.011,r&b
4865,118.92,r&b
4866,99.961,r&b
4867,93.583,r&b
4868,79.094,r&b
4869,91.995,r&b
4870,81.127,r&b
4881,95.508,r&b
4882,122.775,r&b
4883,181.817,r&b
4884,117.045,r&b
4885,67.003,r&b
4886,87.04,r&b
4887,191.934,r&b
4888,148.834,r&b
4889,104.143,r&b
4890,121.871,r&b
4891,169.467,r&b
4892,91.964,r&b
4893,115.219,r&b
4894,79.83,r&b
4897,79.232,r&b
4898,122.415,r&b
4899,101.012,r&b
4900,90.028,r&b
4901,159.824,r&b
4902,89.876,r&b
4903,96.067,r&b
4904,101.966,r&b
4905,88.995,r&b
4906,98.008,r&b
4907,80.072,r&b
4909,99.989,r&b
4910,115.561,r&b
4911,131.998,r&b
4912,110.038,r&b
4913,89.917,r&b
4914,119.96,r&b
4915,90.008,r&b
4916,184.012,r&b
4944,83.816,r&b
4950,72.486,r&b
4951,69.32,r&b
4952,58.063,r&b
4953,111.975,r&b
4954,71.515,r&b
4955,93.989,r&b
4965,121.778,r&b
4972,166.006,r&b
4973,132.312,r&b
4974,171.041,r&b
4975,98.981,r&b
4976,110.019,r&b
4977,92.07,r&b
4978,94.089,r&b
4979,96.986,r&b
4980,139.989,r&b
4981,98.091,r&b
4982,80.194,r&b
4983,85.38,r&b
4984,103.147,r&b
4985,144.726,r&b
4989,78.542,r&b
4990,87.036,r&b
4992,97.993,r&b
4993,90.008,r&b
4994,148.153,r&b
4995,87.911,r&b
4996,171.975,r&b
5020,107.251,r&b
5030,76.011,r&b
5031,76.013,r&b
5032,85.193,r&b
5033,76.403,r&b
5034,93.979,r&b
5035,120.075,r&b
5036,95.016,r&b
5037,117.896,r&b
5038,120.618,r&b
5039,97.765,r&b
5040,109.878,r&b
5041,93.168,r&b
5042,112.213,r&b
5043,87.889,r&b
5044,93.028,r&b
5048,168.331,r&b
5049,125.104,r&b
5050,136.12,r&b
5051,104.739,r&b
5067,92.992,r&b
5068,113.137,r&b
5069,109.821,r&b
5070,148.798,r&b
5078,92.245,r&b
5079,87.445,r&b
5080,134.01,r&b
5081,112.602,r&b
5082,62.175,r&b
5083,96.101,r&b
5084,170.775,r&b
5085,105.232,r&b
5086,89.97,r&b
5087,191.826,r&b
5091,92.98,r&b
5095,128.011,r&b
5096,132.556,r&b
5097,134.249,r&b
5098,93.929,r&b
5099,108.487,r&b
5108,84.978,r&b
5109,90.562,r&b
5110,121.342,r&b
5111,96.008,r&b
5112,136.94,r&b
5113,88.111,r&b
5114,110.158,r&b
5115,123.767,r&b
5116,121.434,r&b
5117,189.243,r&b
5119,120.286,r&b
5120,80.057,r&b
5121,108.262,r&b
5122,106.992,r&b
5124,110.476,r&b
5127,139.994,r&b
5128,151.794,r&b
5129,162.341,r&b
5130,115.881,r&b
5131,142.076,r&b
5132,87.791,r&b
5133,100.46,r&b
5134,131.071,r&b
5141,153.942,r&b
5146,84.567,r&b
5147,63.547,r&b
5148,120.029,r&b
5149,97.05,r&b
5150,145.141,r&b
5151,94.612,r&b
5152,75.483,r&b
5153,144.073,r&b
5154,97.635,r&b
5155,119.962,r&b
5156,136.978,r&b
5157,127.007,r&b
5158,78.448,r&b
5160,80.646,r&b
5161,119.825,r&b
5162,67.945,r&b
5163,166.01,r&b
5164,171.135,r&b
5165,144.057,r&b
5166,88.943,r&b
5167,78.949,r&b
5168,79.09,r&b
5169,176.107,r&b
5170,117.405,r&b
5211,160.05,r&b
5232,84.806,r&b
5237,88.679,r&b
5239,112.699,r&b
5240,82.3,r&b
5241,59.82,r&b
5242,78.096,r&b
5243,186.632,r&b
5244,112.854,r&b
5245,132.013,r&b
5247,127.961,r&b
5248,200.425,r&b
5249,75.086,r&b
5250,93.594,r&b
5251,147.592,r&b
5252,143.32,r&b
5253,162.015,r&b
5254,82.846,r&b
5255,95.603,r&b
5256,150.072,r&b
5570,160.15,r&b
5571,141.098,r&b
5572,129.932,r&b
5573,79.963,r&b
5574,113.015,r&b
5575,103.868,r&b
5576,149.884,r&b
5577,134.681,r&b
5578,180.53,r&b
5579,77.123,r&b
5580,145.051,r&b
5581,130.975,r&b
5582,100.028,r&b
5583,147.002,r&b
5584,89.994,r&b
5585,180.963,r&b
5586,59.989,r&b
5587,165.995,r&b
5588,123.94,r&b
5589,130.099,r&b
5590,124.009,r&b
5591,139.987,r&b
5592,142.006,r&b
5593,142.047,r&b
5594,115.042,r&b
5595,125.047,r&b
5596,95.041,r&b
5597,89.988,r&b
5598,104.894,r&b
5599,139.984,r&b
5600,154.03,r&b
5601,99.953,r&b
5602,124.962,r&b
5603,162.069,r&b
5604,77.021,r&b
5605,92.875,r&b
5606,96.978,r&b
5607,119.886,r&b
5608,131.023,r&b
5609,119.966,r&b
5610,179.997,r&b
5611,101.987,r&b
5612,77.524,r&b
5613,125.912,r&b
5614,120.007,r&b
5615,166.143,r&b
5616,122.988,r&b
5617,150.071,r&b
5618,81.59,r&b
5876,110.544,r&b
5888,84.339,r&b
5889,130.017,r&b
5890,84.259,r&b
5891,145.19,r&b
5892,111.934,r&b
5894,130.857,r&b
5895,111.91,r&b
5896,124.895,r&b
5897,127.986,r&b
5898,113.643,r&b
5899,94.959,r&b
5902,178.258,r&b
5903,84.161,r&b
5906,90.019,r&b
5907,142.078,r&b
5908,104.961,r&b
5909,123.019,r&b
5910,66.024,r&b
5911,107.969,r&b
5912,79.838,r&b
5913,132.014,r&b
5914,119.945,r&b
5915,121.946,r&b
5916,114.441,r&b
5917,66.064,r&b
5918,126.135,r&b
5919,158.032,r&b
5929,66.215,r&b
5930,91.104,r&b
5931,167.271,r&b
5932,75.02,r&b
6045,115.124,r&b
6046,68.68,r&b
6077,99.069,r&b
6078,139.785,r&b
6079,80.354,r&b
6080,78.65,r&b
6081,107.851,r&b
6082,173.827,r&b
6086,173.094,r&b
6087,150.073,r&b
6088,116.86,r&b
6089,84.186,r&b
6090,104.971,r&b
6091,113.47,r&b
6107,94.137,r&b
6110,130.953,r&b
6111,75.055,r&b
6112,171.232,r&b
6113,149.788,r&b
6114,123.994,r&b
6295,89.134,r&b
6296,95.128,r&b
6297,110.309,r&b
6299,114.851,r&b
6300,97.259,r&b
6307,97.75,r&b
6308,108.554,r&b
6309,95.005,r&b
6310,99.347,r&b
6311,94.52,r&b
6312,100.669,r&b
6313,107.853,r&b
6314,96.017,r&b
6315,110.022,r&b
6316,98.575,r&b
6317,178.064,r&b
6318,109.651,r&b
6319,105.04,r&b
6320,102.065,r&b
6321,103.446,r&b
6322,103.846,r&b
6323,104.506,r&b
6324,104.268,r&b
6325,94.303,r&b
6326,103.307,r&b
6327,106.698,r&b
6328,110.099,r&b
6329,191.818,r&b
6330,94.785,r&b
6331,98.929,r&b
6332,112.995,r&b
6333,108.744,r&b
6334,202.084,r&b
6335,108.36,r&b
6336,127.15,r&b
6337,99.123,r&b
6338,95.272,r&b
6339,110.955,r&b
6340,202.091,r&b
6341,102.687,r&b
6342,110.867,r&b
6343,108.308,r&b
6344,108.168,r&b
6345,97.534,r&b
6346,92.98,r&b
6347,104.854,r&b
6348,188.292,r&b
6349,106.425,r&b
6350,102.341,r&b
6351,101.011,r&b
6721,120.07,r&b
6722,104.091,r&b
6723,180.598,r&b
6724,121.156,r&b
6725,90.636,r&b
6726,152.163,r&b
6727,151.727,r&b
6728,140.904,r&b
6768,89.459,r&b
6769,92.059,r&b
6770,92.019,r&b
6771,90.985,r&b
6772,74.814,r&b
6773,124.382,r&b
6774,93.05,r&b
6775,81.863,r&b
6776,94.049,r&b
6777,102.922,r&b
6778,87.618,r&b
6779,82.328,r&b
6780,146.78,r&b
6781,149.79,r&b
6782,152.132,r&b
6783,103.849,r&b
6784,128.891,r&b
6785,150.277,r&b
6786,94.87,r&b
6787,120.858,r&b
6788,87.479,r&b
6789,168.735,r&b
6790,126.82,r&b
6791,111.831,r&b
6806,98.033,r&b
6807,129.977,r&b
6808,99.7,r&b
6809,84.854,r&b
6810,113.261,r&b
6811,118.593,r&b
6835,142.005,r&b
6837,95.018,r&b
6838,162.981,r&b
6839,118.939,r&b
6840,139.948,r&b
6841,129.592,r&b
6842,61.671,r&b
6851,97.191,r&b
6856,141.242,r&b
6860,173.845,r&b
6861,101.641,r&b
6862,76.919,r&b
6863,139.085,r&b
6864,126.322,r&b
6865,117.105,r&b
6866,149.174,r&b
6867,179.75,r&b
6868,95.124,r&b
6869,76.972,r&b
6870,78.757,r&b
6871,78.158,r&b
6873,82.231,r&b
6874,75.018,r&b
6875,146.177,r&b
6880,96.581,r&b
6883,90.563,r&b
6884,111.874,r&b
6885,110.942,r&b
6886,172.369,r&b
6888,150.19,r&b
7077,110.936,r&b
7078,143.977,r&b
7079,86.965,r&b
7096,85.68,r&b
7130,82.023,r&b
7131,117.99,r&b
7132,116.987,r&b
7143,151.965,r&b
7144,116.989,r&b
7145,156.986,r&b
7146,179.991,r&b
7147,102.996,r&b
7148,109.922,r&b
7149,189.998,r&b
7203,145.007,r&b
7204,154.974,r&b
7205,141.022,r&b
7206,154.957,r&b
7207,139.557,r&b
7208,130.003,r&b
7209,79.888,r&b
7210,83.329,r&b
7218,159.989,r&b
7221,143.921,r&b
7222,153.947,r&b
7223,98.969,r&b
7224,112.776,r&b
7225,105.742,r&b
7226,81.008,r&b
7227,120.065,r&b
7228,129.143,r&b
7229,95.993,r&b
7233,155.645,r&b
7234,158.273,r&b
7235,103.342,r&b
7236,76.058,r&b
7237,104.053,r&b
7238,158.49,r&b
7244,107.984,r&b
7246,170.014,r&b
7250,98.941,r&b
7251,103.956,r&b
7252,77.599,r&b
7253,129.931,r&b
7254,125.114,r&b
7255,92.066,r&b
7256,102.027,r&b
7495,138.284,r&b
7496,115.973,r&b
7497,83.066,r&b
7498,101.854,r&b
7499,121.753,r&b
7500,91.082,r&b
7501,78.093,r&b
7502,92.112,r&b
7509,81.889,r&b
7510,75.025,r&b
7511,84.102,r&b
7512,100.005,r&b
7526,99.271,r&b
7531,82.511,r&b
7532,107.002,r&b
7533,89.973,r&b
7534,97.911,r&b
7535,95.426,r&b
7536,90.073,r&b
7537,99.046,r&b
7538,106.031,r&b
7539,101.307,r&b
7540,92.208,r&b
7541,98.767,r&b
7544,96.512,r&b
7545,142.021,r&b
7546,97.213,r&b
7547,82.527,r&b
7553,102.082,r&b
7554,82.999,r&b
7555,89.989,r&b
7556,168.211,r&b
7564,99.947,r&b
7565,94.893,r&b
7566,82.626,r&b
7567,88.987,r&b
7568,191.111,r&b
7569,93.116,r&b
7570,97.528,r&b
7582,126.087,r&b
7583,95.952,r&b
7597,71.017,r&b
7598,81.49,r&b
7599,118.108,r&b
7601,99.97,r&b
7602,78.035,r&b
7603,97.399,r&b
7604,93.655,r&b
7605,89.464,r&b
7606,92.22,r&b
7615,80.974,r&b
7616,93.901,r&b
7617,95.094,r&b
7951,105.922,r&b
7952,91.201,r&b
7953,126.11,r&b
7954,155.913,r&b
7955,134.001,r&b
7956,86.01,r&b
7957,93.278,r&b
7958,98.015,r&b
7987,109.123,r&b
7994,113.15,r&b
7995,99.13,r&b
7996,90.972,r&b
8005,86.947,r&b
8006,94.02,r&b
8007,83.896,r&b
8008,109.97,r&b
8035,106.008,r&b
8036,82.044,r&b
8047,90.502,r&b
8051,99.969,r&b
8052,188.014,r&b
8062,86.981,r&b
8063,137.986,r&b
8099,92.681,r&b
8109,93.026,r&b
8111,93.221,r&b
8112,92.709,r&b
8113,84.122,r&b
8114,86.066,r&b
8115,91.952,r&b
8116,94.84,r&b
8117,93.059,r&b
8118,78.113,r&b
8119,90.212,r&b
8120,89.389,r&b
8121,175.241,r&b
8133,157.815,r&b
8134,85.04,r&b
8135,88.91,r&b
8137,171.952,r&b
8138,111.86,r&b
8139,127.705,r&b
8140,87.429,r&b
8141,78.071,r&b
8142,168.123,r&b
8143,128.014,r&b
8144,106.024,r&b
8145,93.67,r&b
8436,119.923,r&b
8437,96.027,r&b
8438,93.606,r&b
8439,99.984,r&b
8440,112.196,r&b
8441,121.569,r&b
8442,88.9,r&b
8443,134.9,r&b
8444,119.979,r&b
8445,93.004,r&b
8446,68.963,r&b
8447,90.233,r&b
8448,124.876,r&b
8449,79.54,r&b
8450,79.97,r&b
8451,103.908,r&b
8452,121.305,r&b
8453,76.63,r&b
8454,82.825,r&b
8455,114.044,r&b
8460,148.04,r&b
8461,94.84,r&b
8462,80.67,r&b
8463,92.109,r&b
8464,83.582,r&b
8476,74.434,r&b
8477,70.489,r&b
8478,85.629,r&b
8479,94.112,r&b
8595,83.339,r&b
8596,100.026,r&b
8597,151.296,r&b
8604,122.431,r&b
8605,109.99,r&b
8606,95.244,r&b
8607,139.896,r&b
8608,109.453,r&b
8609,94.756,r&b
8610,99.234,r&b
8611,77.038,r&b
8612,127.949,r&b
8613,93.428,r&b
8614,82.336,r&b
8615,60.603,r&b
8616,84.241,r&b
8617,84.01,r&b
8618,78.509,r&b
8619,80.632,r&b
8620,103.018,r&b
8621,126.043,r&b
8622,129.987,r&b
8623,94.04,r&b
8624,199.916,r&b
8625,139.744,r&b
8626,96.071,r&b
8627,92.414,r&b
8628,78.884,r&b
8629,96.085,r&b
8630,126.951,r&b
8631,127.885,r&b
8632,83.465,r&b
8633,86.92,r&b
8634,142.452,r&b
8635,116.628,r&b
8636,120.051,r&b
8637,111.545,r&b
8638,92.079,r&b
8639,136.138,r&b
8640,111.827,r&b
8641,83.909,r&b
8642,120.141,r&b
8643,134.202,r&b
8644,88.918,r&b
8645,107.983,r&b
8646,89.972,r&b
8647,136.062,r&b
8648,85.477,r&b
8649,134.547,r&b
8650,159.986,r&b
8651,136.662,r&b
8652,99.924,r&b
8653,113.172,r&b
8654,105.65,r&b
8655,76.059,r&b
8656,81.809,r&b
8657,121.66,r&b
8658,161.613,r&b
8659,167.223,r&b
8660,95.813,r&b
8661,124.05,r&b
8662,175.537,r&b
8663,90.063,r&b
8664,87.034,r&b
8665,81.038,r&b
8666,105.027,r&b
8667,135.813,r&b
8668,97.124,r&b
8669,76.744,r&b
8670,82.023,r&b
8675,164.021,r&b
8676,155.625,r&b
8677,124.303,r&b
8679,94.013,r&b
8680,113.1,r&b
8681,88.032,r&b
8682,110.157,r&b
8683,82.988,r&b
8684,75.016,r&b
8685,115.775,r&b
8741,147.759,r&b
8742,83.988,r&b
8743,100.03,r&b
8753,87.931,r&b
8754,171.761,r&b
8755,76.985,r&b
8849,156.572,r&b
8850,89.968,r&b
8851,173.981,r&b
8852,115.284,r&b
8853,143.955,r&b
8854,111.519,r&b
8859,132.639,r&b
8860,126.684,r&b
8861,136.015,r&b
8865,155.887,r&b
8866,75.087,r&b
8867,79.697,r&b
8868,100.578,r&b
8878,135.002,r&b
8879,96.924,r&b
8880,120.047,r&b
8881,68.58,r&b
8882,139.917,r&b
8883,108.761,r&b
8884,100.01,r&b
8885,125.99,r&b
8890,82.078,r&b
8898,134.028,r&b
8899,131.986,r&b
8900,87.398,r&b
8901,139.963,r&b
8902,145.843,r&b
8903,124.049,r&b
8904,124.001,r&b
8905,104.542,r&b
8907,170.163,r&b
8908,128.088,r&b
8909,149.791,r&b
8910,100.037,r&b
8911,141.96,r&b
8912,192.099,r&b
8913,87.908,r&b
8914,127.994,r&b
8915,88.964,r&b
8916,184.061,r&b
8922,127.023,r&b
8923,112.984,r&b
8924,130.09,r&b
8925,100.28,r&b
8963,126.938,r&b
8975,86.485,r&b
8976,173.115,r&b
8977,140.013,r&b
8978,111.996,r&b
8979,79.174,r&b
8980,141.029,r&b
8981,154.962,r&b
8982,117.157,r&b
8983,129.216,r&b
8984,173.962,r&b
8985,123.078,r&b
8987,122.912,r&b
8988,97.183,r&b
9182,115.656,r&b
9183,79.983,r&b
9184,124.397,r&b
9185,174.824,r&b
9186,133.062,r&b
9187,90.907,r&b
9188,83.99,r&b
9189,103.85,r&b
9190,140.071,r&b
9191,125.826,r&b
9205,87.753,r&b
9206,129.982,r&b
9207,88.336,r&b
9208,144.664,r&b
9209,137.179,r&b
9210,126.754,r&b
9215,107.592,r&b
9216,132.853,r&b
9217,120.032,r&b
9218,114.056,r&b
9219,127.769,r&b
9220,204.474,r&b
9221,83.911,r&b
9222,77.09,r&b
9223,127.908,r&b
9224,74.953,r&b
9225,160.215,r&b
9226,90.007,r&b
9227,130.029,r&b
9228,90.973,r&b
9229,95.641,r&b
9230,100.045,r&b
9231,111.962,r&b
9232,109.889,r&b
9233,146.032,r&b
9234,167.462,r&b
9235,119.895,r&b
9236,130.877,r&b
9238,128.871,r&b
9239,114.983,r&b
9240,59.381,r&b
9241,136.055,r&b
9242,155.985,r&b
9243,98.925,r&b
9247,129.884,r&b
9248,119.008,r&b
9249,126.104,r&b
9257,146.864,r&b
9264,112.783,r&b
9265,121.328,r&b
9311,119.959,r&b
9312,79.764,r&b
9313,120.02,r&b
9314,100.029,r&b
9315,163.854,r&b
9336,148.294,r&b
9337,72.348,r&b
9338,85.043,r&b
9339,98.94,r&b
9340,81.976,r&b
9341,177.596,r&b
9342,84.999,r&b
9406,95.213,r&b
9419,103.581,r&b
9420,150.332,r&b
9421,103.775,r&b
9426,165.238,r&b
9427,89.271,r&b
9428,120.144,r&b
9429,73.968,r&b
9430,168.289,r&b
9431,105.562,r&b
