,danceability,playlist_genre
23427,0.507,pop
23428,0.634,pop
23429,0.619,pop
23430,0.573,pop
23431,0.577,pop
23432,0.645,pop
23433,0.68,pop
23434,0.613,pop
23435,0.662,pop
23436,0.663,pop
23437,0.637,pop
23438,0.708,pop
23439,0.543,pop
23440,0.68,pop
23441,0.58,pop
23442,0.608,pop
23443,0.684,pop
23444,0.618,pop
23445,0.691,pop
23446,0.827,pop
23447,0.676,pop
23448,0.648,pop
3,0.723,r&b
7,0.767,r&b
8,0.679,r&b
20,0.689,r&b
49,0.806,r&b
50,0.822,r&b
51,0.731,r&b
52,0.766,r&b
53,0.84,r&b
54,0.719,r&b
55,0.895,r&b
56,0.657,r&b
57,0.846,r&b
58,0.744,r&b
70,0.82,r&b
71,0.739,r&b
72,0.737,r&b
73,0.734,r&b
74,0.843,r&b
75,0.801,r&b
85,0.822,r&b
86,0.751,r&b
87,0.424,r&b
88,0.745,r&b
89,0.652,r&b
90,0.777,r&b
91,0.87,r&b
92,0.579,r&b
93,0.568,r&b
94,0.52,r&b
95,0.68,r&b
96,0.633,r&b
97,0.936,r&b
98,0.672,r&b
99,0.602,r&b
100,0.636,r&b
101,0.737,r&b
182,0.861,r&b
184,0.68,r&b
185,0.646,r&b
186,0.706,r&b
187,0.77,r&b
188,0.693,r&b
189,0.715,r&b
190,0.668,r&b
191,0.884,r&b
192,0.652,r&b
331,0.629,r&b
333,0.677,r&b
334,0.813,r&b
335,0.786,r&b
336,0.824,r&b
337,0.847,r&b
338,0.543,r&b
339,0.832,r&b
340,0.761,r&b
517,0.479,r&b
518,0.785,r&b
521,0.74,r&b
533,0.639,r&b
534,0.705,r&b
535,0.734,r&b
536,0.806,r&b
537,0.668,r&b
541,0.499,r&b
559,0.574,r&b
580,0.597,r&b
582,0.778,r&b
583,0.788,r&b
584,0.566,r&b
585,0.649,r&b
586,0.803,r&b
587,0.817,r&b
589,0.771,r&b
590,0.693,r&b
591,0.548,r&b
618,0.744,r&b
620,0.625,r&b
622,0.608,r&b
623,0.488,r&b
624,0.672,r&b
625,0.719,r&b
626,0.826,r&b
627,0.665,r&b
628,0.66,r&b
629,0.634,r&b
630,0.64,r&b
631,0.817,r&b
632,0.756,r&b
633,0.491,r&b
634,0.737,r&b
635,0.857,r&b
636,0.781,r&b
637,0.713,r&b
897,0.725,r&b
898,0.792,r&b
899,0.783,r&b
900,0.82,r&b
901,0.715,r&b
902,0.737,r&b
903,0.877,r&b
904,0.645,r&b
914,0.556,r&b
915,0.689,r&b
924,0.628,r&b
925,0.777,r&b
926,0.66,r&b
927,0.833,r&b
928,0.649,r&b
929,0.673,r&b
930,0.595,r&b
939,0.539,r&b
1096,0.497,r&b
1097,0.666,r&b
1098,0.821,r&b
1099,0.756,r&b
1100,0.832,r&b
1106,0.9,r&b
1123,0.758,r&b
1124,0.545,r&b
1125,0.743,r&b
1132,0.963,r&b
1140,0.797,r&b
1141,0.812,r&b
1142,0.676,r&b
1144,0.792,r&b
1145,0.698,r&b
1146,0.724,r&b
1147,0.778,r&b
1152,0.677,r&b
1153,0.656,r&b
1157,0.875,r&b
1158,0.573,r&b
1159,0.793,r&b
1176,0.733,r&b
1179,0.726,r&b
1185,0.723,r&b
1188,0.788,r&b
1192,0.549,r&b
1193,0.787,r&b
1194,0.708,r&b
1195,0.927,r&b
1196,0.794,r&b
1197,0.762,r&b
1198,0.733,r&b
1199,0.751,r&b
1200,0.722,r&b
1201,0.674,r&b
1202,0.71,r&b
1203,0.578,r&b
1205,0.834,r&b
1207,0.756,r&b
1212,0.908,r&b
1215,0.845,r&b
1219,0.518,r&b
1220,0.773,r&b
1221,0.737,r&b
1224,0.752,r&b
1225,0.719,r&b
1228,0.825,r&b
1366,0.814,r&b
1367,0.706,r&b
1368,0.885,r&b
1369,0.827,r&b
1370,0.587,r&b
1371,0.72,r&b
1372,0.709,r&b
1373,0.654,r&b
1374,0.693,r&b
1375,0.547,r&b
1376,0.463,r&b
1377,0.85,r&b
1378,0.89,r&b
1379,0.616,r&b
1380,0.547,r&b
1381,0.622,r&b
1382,0.727,r&b
1383,0.741,r&b
1384,0.638,r&b
1423,0.411,r&b
1424,0.553,r&b
1425,0.863,r&b
1426,0.619,r&b
1427,0.861,r&b
1428,0.684,r&b
1429,0.558,r&b
1430,0.665,r&b
1431,0.732,r&b
1432,0.598,r&b
1433,0.73,r&b
1434,0.449,r&b
1435,0.689,r&b
1436,0.702,r&b
1437,0.552,r&b
1438,0.808,r&b
1439,0.792,r&b
1440,0.623,r&b
1441,0.816,r&b
1442,0.715,r&b
1443,0.218,r&b
1444,0.71,r&b
1445,0.6,r&b
1446,0.644,r&b
1454,0.653,r&b
1455,0.878,r&b
1456,0.63,r&b
1457,0.823,r&b
1458,0.493,r&b
1459,0.449,r&b
1460,0.677,r&b
1461,0.778,r&b
1771,0.715,r&b
1772,0.774,r&b
1773,0.649,r&b
1774,0.792,r&b
1775,0.408,r&b
1776,0.853,r&b
1777,0.742,r&b
1778,0.541,r&b
1779,0.599,r&b
1780,0.565,r&b
1782,0.833,r&b
1783,0.705,r&b
1784,0.844,r&b
1785,0.749,r&b
1790,0.61,r&b
1793,0.666,r&b
1794,0.751,r&b
1795,0.617,r&b
1796,0.939,r&b
1797,0.615,r&b
1798,0.656,r&b
1802,0.821,r&b
1803,0.519,r&b
1804,0.553,r&b
1805,0.896,r&b
1806,0.905,r&b
1807,0.83,r&b
1808,0.777,r&b
1809,0.885,r&b
1810,0.727,r&b
1811,0.907,r&b
1812,0.777,r&b
1813,0.76,r&b
1816,0.83,r&b
1817,0.573,r&b
1818,0.785,r&b
1819,0.733,r&b
1820,0.867,r&b
1821,0.85,r&b
1822,0.545,r&b
1823,0.813,r&b
1824,0.765,r&b
1831,0.85,r&b
1849,0.71,r&b
1850,0.731,r&b
1851,0.703,r&b
1855,0.685,r&b
1856,0.689,r&b
1860,0.663,r&b
1861,0.643,r&b
1862,0.627,r&b
1878,0.743,r&b
1892,0.45,r&b
1893,0.654,r&b
1894,0.645,r&b
1895,0.724,r&b
1896,0.856,r&b
1897,0.525,r&b
1898,0.746,r&b
1899,0.721,r&b
1900,0.682,r&b
1905,0.769,r&b
1906,0.698,r&b
1928,0.816,r&b
1930,0.929,r&b
1933,0.703,r&b
1934,0.799,r&b
1935,0.692,r&b
1936,0.553,r&b
1937,0.717,r&b
1938,0.717,r&b
1939,0.832,r&b
1941,0.752,r&b
1942,0.713,r&b
1943,0.734,r&b
1944,0.911,r&b
2193,0.824,r&b
2196,0.396,r&b
2197,0.514,r&b
2198,0.767,r&b
2199,0.514,r&b
2200,0.571,r&b
2201,0.494,r&b
2202,0.672,r&b
2203,0.724,r&b
2204,0.721,r&b
2205,0.69,r&b
2206,0.686,r&b
2207,0.658,r&b
2208,0.799,r&b
2209,0.6,r&b
2221,0.79,r&b
2222,0.614,r&b
2223,0.808,r&b
2224,0.5,r&b
2225,0.788,r&b
2226,0.812,r&b
2227,0.8,r&b
2228,0.586,r&b
2229,0.753,r&b
2260,0.677,r&b
2261,0.674,r&b
2262,0.704,r&b
2263,0.727,r&b
2264,0.808,r&b
2265,0.906,r&b
2266,0.485,r&b
2267,0.597,r&b
2268,0.697,r&b
2269,0.686,r&b
2270,0.78,r&b
2271,0.833,r&b
2272,0.859,r&b
2274,0.777,r&b
2308,0.599,r&b
2309,0.571,r&b
2310,0.76,r&b
2311,0.509,r&b
2312,0.624,r&b
2313,0.732,r&b
2314,0.751,r&b
2318,0.909,r&b
2319,0.587,r&b
2320,0.58,r&b
2323,0.724,r&b
2333,0.514,r&b
2334,0.935,r&b
2335,0.742,r&b
2336,0.681,r&b
2337,0.879,r&b
2338,0.917,r&b
2339,0.785,r&b
2340,0.82,r&b
2341,0.777,r&b
2342,0.771,r&b
2343,0.375,r&b
2344,0.517,r&b
2345,0.646,r&b
2348,0.436,r&b
2356,0.632,r&b
2357,0.734,r&b
2358,0.734,r&b
2359,0.742,r&b
2360,0.573,r&b
2362,0.839,r&b
2363,0.643,r&b
2364,0.814,r&b
2365,0.592,r&b
2366,0.763,r&b
2367,0.672,r&b
2368,0.843,r&b
2369,0.747,r&b
2370,0.881,r&b
2371,0.699,r&b
2372,0.534,r&b
2373,0.81,r&b
2374,0.707,r&b
2375,0.595,r&b
2376,0.682,r&b
2402,0.804,r&b
2403,0.825,r&b
2404,0.73,r&b
2415,0.938,r&b
2416,0.712,r&b
2417,0.774,r&b
2418,0.736,r&b
2419,0.582,r&b
2420,0.675,r&b
2421,0.586,r&b
2422,0.896,r&b
2423,0.454,r&b
2424,0.893,r&b
2425,0.888,r&b
2426,0.817,r&b
2427,0.412,r&b
2571,0.774,r&b
2572,0.769,r&b
3168,0.758,r&b
3169,0.67,r&b
3170,0.578,r&b
3171,0.733,r&b
3172,0.737,r&b
3173,0.814,r&b
3174,0.767,r&b
3175,0.73,r&b
3176,0.775,r&b
3177,0.702,r&b
3180,0.796,r&b
3181,0.675,r&b
3182,0.676,r&b
3183,0.732,r&b
3184,0.798,r&b
3185,0.826,r&b
3186,0.633,r&b
3187,0.698,r&b
3188,0.701,r&b
3189,0.711,r&b
3190,0.759,r&b
3191,0.832,r&b
3192,0.322,r&b
3193,0.755,r&b
3194,0.621,r&b
3195,0.701,r&b
3196,0.831,r&b
3197,0.865,r&b
3198,0.706,r&b
3199,0.758,r&b
3200,0.822,r&b
3201,0.749,r&b
3202,0.724,r&b
3203,0.714,r&b
3204,0.717,r&b
3208,0.707,r&b
3209,0.644,r&b
3210,0.772,r&b
3211,0.889,r&b
3212,0.802,r&b
3214,0.91,r&b
3218,0.808,r&b
3219,0.748,r&b
3221,0.566,r&b
3222,0.87,r&b
3223,0.579,r&b
3224,0.904,r&b
3229,0.76,r&b
3230,0.68,r&b
3231,0.745,r&b
3232,0.748,r&b
3233,0.625,r&b
3234,0.54,r&b
3235,0.784,r&b
3236,0.92,r&b
3238,0.813,r&b
3239,0.705,r&b
3240,0.571,r&b
3241,0.896,r&b
3242,0.764,r&b
3243,0.827,r&b
3247,0.806,r&b
3248,0.731,r&b
3249,0.707,r&b
3250,0.936,r&b
3262,0.362,r&b
3263,0.722,r&b
3264,0.758,r&b
3265,0.75,r&b
3266,0.609,r&b
3270,0.516,r&b
3271,0.693,r&b
3272,0.742,r&b
3273,0.789,r&b
3275,0.742,r&b
3283,0.842,r&b
3284,0.743,r&b
3285,0.825,r&b
3286,0.876,r&b
3287,0.72,r&b
3288,0.736,r&b
3289,0.707,r&b
3290,0.457,r&b
3291,0.813,r&b
3292,0.496,r&b
3293,0.607,r&b
3294,0.803,r&b
3295,0.723,r&b
3296,0.791,r&b
3298,0.848,r&b
3299,0.866,r&b
3300,0.747,r&b
3301,0.814,r&b
3302,0.811,r&b
3303,0.761,r&b
3304,0.89,r&b
3310,0.753,r&b
3316,0.678,r&b
3317,0.777,r&b
3318,0.767,r&b
3319,0.56,r&b
3320,0.824,r&b
3321,0.756,r&b
3322,0.809,r&b
3323,0.782,r&b
3435,0.697,r&b
3436,0.594,r&b
3441,0.804,r&b
3442,0.71,r&b
3443,0.758,r&b
3444,0.648,r&b
3445,0.747,r&b
3446,0.829,r&b
3447,0.72,r&b
3448,0.744,r&b
3449,0.761,r&b
3450,0.721,r&b
3451,0.941,r&b
3452,0.625,r&b
3453,0.959,r&b
3454,0.834,r&b
3455,0.704,r&b
3456,0.84,r&b
3467,0.654,r&b
3886,0.36,r&b
3889,0.822,r&b
3890,0.591,r&b
3891,0.716,r&b
3892,0.815,r&b
3893,0.501,r&b
3895,0.51,r&b
3896,0.854,r&b
3897,0.619,r&b
3898,0.584,r&b
3899,0.663,r&b
3900,0.409,r&b
3901,0.593,r&b
3917,0.752,r&b
3918,0.623,r&b
3919,0.583,r&b
3920,0.414,r&b
3921,0.842,r&b
3922,0.561,r&b
3923,0.516,r&b
3924,0.573,r&b
3925,0.641,r&b
3926,0.517,r&b
3927,0.641,r&b
3928,0.544,r&b
3929,0.695,r&b
3930,0.704,r&b
3931,0.8,r&b
3932,0.376,r&b
4159,0.528,r&b
4160,0.584,r&b
4161,0.747,r&b
4162,0.859,r&b
4163,0.725,r&b
4164,0.884,r&b
4165,0.691,r&b
4166,0.669,r&b
4167,0.647,r&b
4168,0.691,r&b
4169,0.665,r&b
4172,0.576,r&b
4173,0.67,r&b
4174,0.655,r&b
4175,0.466,r&b
4176,0.763,r&b
4177,0.678,r&b
4178,0.673,r&b
4179,0.565,r&b
4183,0.756,r&b
4184,0.652,r&b
4185,0.716,r&b
4190,0.638,r&b
4191,0.724,r&b
4192,0.538,r&b
4193,0.479,r&b
4194,0.624,r&b
4195,0.816,r&b
4210,0.717,r&b
4211,0.405,r&b
4212,0.595,r&b
4213,0.553,r&b
4397,0.563,r&b
4398,0.808,r&b
4399,0.535,r&b
4400,0.722,r&b
4401,0.799,r&b
4402,0.832,r&b
4403,0.846,r&b
4404,0.637,r&b
4405,0.778,r&b
4406,0.616,r&b
4407,0.699,r&b
4408,0.733,r&b
4409,0.822,r&b
4410,0.797,r&b
4411,0.594,r&b
4412,0.776,r&b
4413,0.508,r&b
4414,0.881,r&b
4415,0.776,r&b
4416,0.769,r&b
4417,0.67,r&b
4418,0.782,r&b
4419,0.586,r&b
4420,0.706,r&b
4421,0.739,r&b
4422,0.541,r&b
4423,0.449,r&b
4424,0.899,r&b
4425,0.598,r&b
4426,0.668,r&b
4427,0.715,r&b
4428,0.658,r&b
4429,0.596,r&b
4430,0.562,r&b
4431,0.722,r&b
4432,0.558,r&b
4433,0.689,r&b
4434,0.668,r&b
4435,0.639,r&b
4436,0.893,r&b
4437,0.712,r&b
4438,0.591,r&b
4439,0.689,r&b
4440,0.774,r&b
4441,0.628,r&b
4442,0.79,r&b
4443,0.638,r&b
4444,0.589,r&b
4445,0.656,r&b
4446,0.615,r&b
4447,0.738,r&b
4448,0.782,r&b
4449,0.796,r&b
4450,0.674,r&b
4451,0.783,r&b
4452,0.553,r&b
4453,0.841,r&b
4454,0.795,r&b
4455,0.757,r&b
4456,0.789,r&b
4457,0.726,r&b
4458,0.753,r&b
4459,0.767,r&b
4460,0.712,r&b
4484,0.83,r&b
4485,0.837,r&b
4486,0.769,r&b
4487,0.764,r&b
4488,0.71,r&b
4489,0.721,r&b
4490,0.773,r&b
4491,0.893,r&b
4492,0.841,r&b
4493,0.814,r&b
4494,0.821,r&b
4495,0.844,r&b
4496,0.614,r&b
4497,0.808,r&b
4498,0.708,r&b
4499,0.815,r&b
4500,0.668,r&b
4501,0.829,r&b
4502,0.742,r&b
4503,0.702,r&b
4504,0.911,r&b
4505,0.906,r&b
4506,0.804,r&b
4507,0.832,r&b
4508,0.772,r&b
4509,0.764,r&b
4510,0.597,r&b
4511,0.761,r&b
4512,0.831,r&b
4513,0.67,r&b
4514,0.838,r&b
4515,0.531,r&b
4516,0.699,r&b
4517,0.833,r&b
4518,0.664,r&b
4519,0.607,r&b
4783,0.739,r&b
4797,0.623,r&b
4798,0.594,r&b
4799,0.537,r&b
4800,0.64,r&b
4801,0.692,r&b
4802,0.494,r&b
4803,0.779,r&b
4804,0.421,r&b
4805,0.723,r&b
4806,0.863,r&b
4807,0.659,r&b
4808,0.863,r&b
4809,0.632,r&b
4810,0.698,r&b
4811,0.637,r&b
4812,0.627,r&b
4827,0.546,r&b
4832,0.529,r&b
4833,0.8,r&b
4844,0.792,r&b
4845,0.61,r&b
4858,0.5,r&b
4859,0.386,r&b
4860,0.765,r&b
4861,0.589,r&b
4862,0.669,r&b
4863,0.397,r&b
4864,0.688,r&b
4865,0.852,r&b
4866,0.657,r&b
4867,0.504,r&b
4868,0.604,r&b
4869,0.756,r&b
4870,0.695,r&b
4881,0.838,r&b
4882,0.467,r&b
4883,0.596,r&b
4884,0.535,r&b
4885,0.564,r&b
4886,0.754,r&b
4887,0.687,r&b
4888,0.433,r&b
4889,0.927,r&b
4890,0.549,r&b
4891,0.484,r&b
4892,0.401,r&b
4893,0.534,r&b
4894,0.305,r&b
4897,0.635,r&b
4898,0.494,r&b
4899,0.764,r&b
4900,0.868,r&b
4901,0.706,r&b
4902,0.681,r&b
4903,0.73,r&b
4904,0.543,r&b
4905,0.72,r&b
4906,0.778,r&b
4907,0.615,r&b
4909,0.648,r&b
4910,0.563,r&b
4911,0.817,r&b
4912,0.896,r&b
4913,0.432,r&b
4914,0.795,r&b
4915,0.448,r&b
4916,0.676,r&b
4944,0.661,r&b
4950,0.52,r&b
4951,0.504,r&b
4952,0.651,r&b
4953,0.781,r&b
4954,0.434,r&b
4955,0.704,r&b
4965,0.593,r&b
4972,0.809,r&b
4973,0.637,r&b
4974,0.6,r&b
4975,0.73,r&b
4976,0.849,r&b
4977,0.819,r&b
4978,0.638,r&b
4979,0.827,r&b
4980,0.705,r&b
4981,0.876,r&b
4982,0.866,r&b
4983,0.538,r&b
4984,0.891,r&b
4985,0.7,r&b
4989,0.734,r&b
4990,0.645,r&b
4992,0.712,r&b
4993,0.693,r&b
4994,0.818,r&b
4995,0.687,r&b
4996,0.551,r&b
5020,0.627,r&b
5030,0.457,r&b
5031,0.765,r&b
5032,0.709,r&b
5033,0.593,r&b
5034,0.632,r&b
5035,0.442,r&b
5036,0.861,r&b
5037,0.712,r&b
5038,0.701,r&b
5039,0.776,r&b
5040,0.862,r&b
5041,0.723,r&b
5042,0.796,r&b
5043,0.69,r&b
5044,0.697,r&b
5048,0.542,r&b
5049,0.799,r&b
5050,0.665,r&b
5051,0.497,r&b
5067,0.635,r&b
5068,0.801,r&b
5069,0.761,r&b
5070,0.758,r&b
5078,0.847,r&b
5079,0.486,r&b
5080,0.677,r&b
5081,0.8,r&b
5082,0.697,r&b
5083,0.779,r&b
5084,0.578,r&b
5085,0.704,r&b
5086,0.754,r&b
5087,0.692,r&b
5091,0.89,r&b
5095,0.489,r&b
5096,0.734,r&b
5097,0.695,r&b
5098,0.922,r&b
5099,0.648,r&b
5108,0.666,r&b
5109,0.782,r&b
5110,0.72,r&b
5111,0.757,r&b
5112,0.541,r&b
5113,0.704,r&b
5114,0.764,r&b
5115,0.649,r&b
5116,0.609,r&b
5117,0.52,r&b
5119,0.759,r&b
5120,0.541,r&b
5121,0.71,r&b
5122,0.913,r&b
5124,0.371,r&b
5127,0.496,r&b
5128,0.649,r&b
5129,0.32,r&b
5130,0.567,r&b
5131,0.621,r&b
5132,0.473,r&b
5133,0.779,r&b
5134,0.807,r&b
5141,0.632,r&b
5146,0.499,r&b
5147,0.546,r&b
5148,0.743,r&b
5149,0.701,r&b
5150,0.267,r&b
5151,0.373,r&b
5152,0.429,r&b
5153,0.595,r&b
5154,0.293,r&b
5155,0.704,r&b
5156,0.7,r&b
5157,0.626,r&b
5158,0.241,r&b
5160,0.729,r&b
5161,0.726,r&b
5162,0.625,r&b
5163,0.515,r&b
5164,0.208,r&b
5165,0.745,r&b
5166,0.525,r&b
5167,0.375,r&b
5168,0.428,r&b
5169,0.67,r&b
5170,0.549,r&b
5211,0.475,r&b
5232,0.72,r&b
5237,0.399,r&b
5239,0.618,r&b
5240,0.431,r&b
5241,0.633,r&b
5242,0.259,r&b
5243,0.325,r&b
5244,0.499,r&b
5245,0.661,r&b
5247,0.545,r&b
5248,0.402,r&b
5249,0.469,r&b
5250,0.436,r&b
5251,0.391,r&b
5252,0.295,r&b
5253,0.445,r&b
5254,0.346,r&b
5255,0.659,r&b
5256,0.704,r&b
5570,0.348,r&b
5571,0.715,r&b
5572,0.564,r&b
5573,0.577,r&b
5574,0.857,r&b
5575,0.794,r&b
5576,0.657,r&b
5577,0.589,r&b
5578,0.543,r&b
5579,0.382,r&b
5580,0.774,r&b
5581,0.855,r&b
5582,0.945,r&b
5583,0.841,r&b
5584,0.771,r&b
5585,0.793,r&b
5586,0.686,r&b
5587,0.808,r&b
5588,0.782,r&b
5589,0.8,r&b
5590,0.732,r&b
5591,0.803,r&b
5592,0.565,r&b
5593,0.694,r&b
5594,0.785,r&b
5595,0.687,r&b
5596,0.808,r&b
5597,0.624,r&b
5598,0.595,r&b
5599,0.856,r&b
5600,0.706,r&b
5601,0.636,r&b
5602,0.685,r&b
5603,0.77,r&b
5604,0.792,r&b
5605,0.664,r&b
5606,0.861,r&b
5607,0.779,r&b
5608,0.873,r&b
5609,0.868,r&b
5610,0.556,r&b
5611,0.823,r&b
5612,0.778,r&b
5613,0.717,r&b
5614,0.797,r&b
5615,0.62,r&b
5616,0.881,r&b
5617,0.734,r&b
5618,0.599,r&b
5876,0.789,r&b
5888,0.455,r&b
5889,0.711,r&b
5890,0.441,r&b
5891,0.734,r&b
5892,0.669,r&b
5894,0.606,r&b
5895,0.57,r&b
5896,0.674,r&b
5897,0.695,r&b
5898,0.467,r&b
5899,0.765,r&b
5902,0.476,r&b
5903,0.502,r&b
5906,0.859,r&b
5907,0.758,r&b
5908,0.832,r&b
5909,0.786,r&b
5910,0.588,r&b
5911,0.696,r&b
5912,0.65,r&b
5913,0.521,r&b
5914,0.614,r&b
5915,0.625,r&b
5916,0.531,r&b
5917,0.252,r&b
5918,0.752,r&b
5919,0.521,r&b
5929,0.573,r&b
5930,0.677,r&b
5931,0.263,r&b
5932,0.636,r&b
6045,0.584,r&b
6046,0.585,r&b
6077,0.644,r&b
6078,0.529,r&b
6079,0.363,r&b
6080,0.387,r&b
6081,0.586,r&b
6082,0.42,r&b
6086,0.656,r&b
6087,0.652,r&b
6088,0.405,r&b
6089,0.531,r&b
6090,0.604,r&b
6091,0.305,r&b
6107,0.406,r&b
6110,0.418,r&b
6111,0.565,r&b
6112,0.331,r&b
6113,0.367,r&b
6114,0.71,r&b
6295,0.803,r&b
6296,0.85,r&b
6297,0.79,r&b
6299,0.741,r&b
6300,0.741,r&b
6307,0.688,r&b
6308,0.701,r&b
6309,0.881,r&b
6310,0.851,r&b
6311,0.763,r&b
6312,0.701,r&b
6313,0.811,r&b
6314,0.698,r&b
6315,0.824,r&b
6316,0.665,r&b
6317,0.717,r&b
6318,0.723,r&b
6319,0.782,r&b
6320,0.706,r&b
6321,0.733,r&b
6322,0.704,r&b
6323,0.683,r&b
6324,0.73,r&b
6325,0.697,r&b
6326,0.819,r&b
6327,0.711,r&b
6328,0.789,r&b
6329,0.621,r&b
6330,0.734,r&b
6331,0.811,r&b
6332,0.757,r&b
6333,0.816,r&b
6334,0.602,r&b
6335,0.804,r&b
6336,0.868,r&b
6337,0.87,r&b
6338,0.814,r&b
6339,0.795,r&b
6340,0.637,r&b
6341,0.679,r&b
6342,0.791,r&b
6343,0.802,r&b
6344,0.79,r&b
6345,0.75,r&b
6346,0.802,r&b
6347,0.674,r&b
6348,0.586,r&b
6349,0.812,r&b
6350,0.725,r&b
6351,0.717,r&b
6721,0.635,r&b
6722,0.339,r&b
6723,0.485,r&b
6724,0.367,r&b
6725,0.474,r&b
6726,0.564,r&b
6727,0.664,r&b
6728,0.467,r&b
6768,0.451,r&b
6769,0.579,r&b
6770,0.742,r&b
6771,0.701,r&b
6772,0.303,r&b
6773,0.697,r&b
6774,0.634,r&b
6775,0.219,r&b
6776,0.402,r&b
6777,0.693,r&b
6778,0.679,r&b
6779,0.503,r&b
6780,0.691,r&b
6781,0.586,r&b
6782,0.681,r&b
6783,0.683,r&b
6784,0.582,r&b
6785,0.335,r&b
6786,0.544,r&b
6787,0.436,r&b
6788,0.368,r&b
6789,0.529,r&b
6790,0.538,r&b
6791,0.53,r&b
6806,0.609,r&b
6807,0.528,r&b
6808,0.383,r&b
6809,0.722,r&b
6810,0.768,r&b
6811,0.425,r&b
6835,0.539,r&b
6837,0.737,r&b
6838,0.684,r&b
6839,0.641,r&b
6840,0.573,r&b
6841,0.53,r&b
6842,0.485,r&b
6851,0.605,r&b
6856,0.637,r&b
6860,0.513,r&b
6861,0.599,r&b
6862,0.57,r&b
6863,0.666,r&b
6864,0.343,r&b
6865,0.225,r&b
6866,0.576,r&b
6867,0.336,r&b
6868,0.6,r&b
6869,0.358,r&b
6870,0.235,r&b
6871,0.551,r&b
6873,0.359,r&b
6874,0.311,r&b
6875,0.44,r&b
6880,0.772,r&b
6883,0.353,r&b
6884,0.785,r&b
6885,0.552,r&b
6886,0.32,r&b
6888,0.668,r&b
7077,0.664,r&b
7078,0.702,r&b
7079,0.712,r&b
7096,0.629,r&b
7130,0.894,r&b
7131,0.765,r&b
7132,0.764,r&b
7143,0.734,r&b
7144,0.821,r&b
7145,0.616,r&b
7146,0.636,r&b
7147,0.826,r&b
7148,0.567,r&b
7149,0.686,r&b
7203,0.841,r&b
7204,0.759,r&b
7205,0.777,r&b
7206,0.728,r&b
7207,0.582,r&b
7208,0.788,r&b
7209,0.598,r&b
7210,0.345,r&b
7218,0.659,r&b
7221,0.499,r&b
7222,0.694,r&b
7223,0.795,r&b
7224,0.554,r&b
7225,0.608,r&b
7226,0.769,r&b
7227,0.748,r&b
7228,0.643,r&b
7229,0.743,r&b
7233,0.497,r&b
7234,0.623,r&b
7235,0.455,r&b
7236,0.665,r&b
7237,0.682,r&b
7238,0.589,r&b
7244,0.793,r&b
7246,0.648,r&b
7250,0.828,r&b
7251,0.686,r&b
7252,0.73,r&b
7253,0.719,r&b
7254,0.787,r&b
7255,0.732,r&b
7256,0.806,r&b
7495,0.713,r&b
7496,0.827,r&b
7497,0.701,r&b
7498,0.824,r&b
7499,0.668,r&b
7500,0.792,r&b
7501,0.754,r&b
7502,0.852,r&b
7509,0.741,r&b
7510,0.661,r&b
7511,0.675,r&b
7512,0.833,r&b
7526,0.765,r&b
7531,0.77,r&b
7532,0.885,r&b
7533,0.627,r&b
7534,0.777,r&b
7535,0.762,r&b
7536,0.759,r&b
7537,0.859,r&b
7538,0.906,r&b
7539,0.861,r&b
7540,0.69,r&b
7541,0.686,r&b
7544,0.728,r&b
7545,0.744,r&b
7546,0.767,r&b
7547,0.675,r&b
7553,0.895,r&b
7554,0.755,r&b
7555,0.767,r&b
7556,0.608,r&b
7564,0.817,r&b
7565,0.739,r&b
7566,0.77,r&b
7567,0.779,r&b
7568,0.714,r&b
7569,0.717,r&b
7570,0.876,r&b
7582,0.695,r&b
7583,0.764,r&b
7597,0.67,r&b
7598,0.837,r&b
7599,0.713,r&b
7601,0.82,r&b
7602,0.661,r&b
7603,0.826,r&b
7604,0.741,r&b
7605,0.78,r&b
7606,0.841,r&b
7615,0.803,r&b
7616,0.749,r&b
7617,0.86,r&b
7951,0.611,r&b
7952,0.684,r&b
7953,0.547,r&b
7954,0.593,r&b
7955,0.698,r&b
7956,0.893,r&b
7957,0.796,r&b
7958,0.839,r&b
7987,0.821,r&b
7994,0.795,r&b
7995,0.826,r&b
7996,0.722,r&b
8005,0.66,r&b
8006,0.693,r&b
8007,0.637,r&b
8008,0.81,r&b
8035,0.939,r&b
8036,0.866,r&b
8047,0.617,r&b
8051,0.861,r&b
8052,0.589,r&b
8062,0.628,r&b
8063,0.852,r&b
8099,0.663,r&b
8109,0.783,r&b
8111,0.547,r&b
8112,0.897,r&b
8113,0.775,r&b
8114,0.634,r&b
8115,0.809,r&b
8116,0.87,r&b
8117,0.765,r&b
8118,0.634,r&b
8119,0.781,r&b
8120,0.841,r&b
8121,0.572,r&b
8133,0.532,r&b
8134,0.749,r&b
8135,0.519,r&b
8137,0.595,r&b
8138,0.662,r&b
8139,0.375,r&b
8140,0.482,r&b
8141,0.622,r&b
8142,0.555,r&b
8143,0.822,r&b
8144,0.873,r&b
8145,0.818,r&b
8436,0.736,r&b
8437,0.87,r&b
8438,0.416,r&b
8439,0.503,r&b
8440,0.511,r&b
8441,0.643,r&b
8442,0.503,r&b
8443,0.496,r&b
8444,0.872,r&b
8445,0.611,r&b
8446,0.498,r&b
8447,0.638,r&b
8448,0.554,r&b
8449,0.349,r&b
8450,0.694,r&b
8451,0.6,r&b
