,duration,playlist_genre
9909,173,r&b
9912,149,r&b
9915,179,r&b
9916,299,r&b
9917,152,r&b
9918,228,r&b
9919,150,r&b
9938,220,r&b
9939,213,r&b
9993,175,r&b
9994,127,r&b
10000,179,r&b
10023,144,r&b
10024,165,r&b
10025,195,r&b
10026,281,r&b
10027,205,r&b
10028,253,r&b
10029,208,r&b
10030,255,r&b
10031,201,r&b
10032,231,r&b
10046,169,r&b
10056,226,r&b
10150,228,r&b
10151,220,r&b
10152,252,r&b
10153,173,r&b
10159,393,r&b
10160,283,r&b
10161,348,r&b
10162,221,r&b
10163,210,r&b
10164,218,r&b
10165,213,r&b
10166,324,r&b
10167,138,r&b
10168,142,r&b
10169,238,r&b
10170,232,r&b
10171,221,r&b
10172,286,r&b
10173,251,r&b
10174,310,r&b
10175,209,r&b
10176,279,r&b
10179,221,r&b
10180,245,r&b
10181,193,r&b
10182,303,r&b
10183,223,r&b
10184,164,r&b
10185,202,r&b
10186,201,r&b
10187,224,r&b
10188,276,r&b
10189,145,r&b
10190,179,r&b
10191,154,r&b
10192,297,r&b
10193,320,r&b
10194,209,r&b
10195,162,r&b
10196,254,r&b
10197,165,r&b
10198,193,r&b
10199,179,r&b
10200,185,r&b
10201,234,r&b
10202,180,r&b
10204,195,r&b
10205,183,r&b
10206,147,r&b
10207,235,r&b
10208,173,r&b
10209,156,r&b
10210,229,r&b
10211,163,r&b
10212,245,r&b
10213,150,r&b
10214,217,r&b
10215,190,r&b
10216,171,r&b
10217,226,r&b
10221,203,r&b
10222,182,r&b
10223,192,r&b
10224,190,r&b
10229,172,r&b
10230,215,r&b
10231,200,r&b
10232,192,r&b
10233,192,r&b
10236,293,r&b
10237,418,r&b
10242,284,r&b
10243,239,r&b
10253,320,r&b
10254,309,r&b
10255,203,r&b
10256,320,r&b
10257,342,r&b
10258,350,r&b
10259,175,r&b
10260,161,r&b
10261,257,r&b
10262,375,r&b
10263,240,r&b
10264,242,r&b
10265,212,r&b
10266,253,r&b
10273,259,r&b
10274,373,r&b
10275,248,r&b
10276,236,r&b
10277,355,r&b
10278,362,r&b
10279,356,r&b
10280,344,r&b
10281,228,r&b
10282,183,r&b
10283,204,r&b
10284,210,r&b
10285,235,r&b
10286,227,r&b
10287,205,r&b
10288,284,r&b
10289,231,r&b
10290,203,r&b
10291,232,r&b
10292,312,r&b
10293,236,r&b
10294,303,r&b
10295,273,r&b
10296,459,r&b
10297,326,r&b
10298,246,r&b
10299,238,r&b
10300,255,r&b
10305,275,r&b
10306,227,r&b
10307,370,r&b
10308,265,r&b
10309,251,r&b
10310,256,r&b
10311,300,r&b
10312,245,r&b
10313,202,r&b
10314,211,r&b
10315,182,r&b
10316,174,r&b
10317,167,r&b
10321,307,r&b
10322,308,r&b
10339,174,r&b
10340,223,r&b
10341,146,r&b
10342,217,r&b
10343,209,r&b
10344,197,r&b
10345,202,r&b
10346,204,r&b
10347,217,r&b
11203,187,r&b
11204,155,r&b
11205,137,r&b
11206,78,r&b
11207,292,r&b
11214,270,r&b
11215,176,r&b
11216,209,r&b
11217,232,r&b
11218,190,r&b
11219,244,r&b
11220,242,r&b
11221,193,r&b
11222,205,r&b
11223,360,r&b
11224,349,r&b
11225,244,r&b
11226,265,r&b
11227,285,r&b
11228,241,r&b
11231,151,r&b
11232,214,r&b
11233,188,r&b
11234,215,r&b
11235,222,r&b
11239,266,r&b
11240,212,r&b
11241,284,r&b
11242,386,r&b
11243,190,r&b
11244,201,r&b
11245,278,r&b
11256,267,r&b
11257,205,r&b
11258,253,r&b
11259,234,r&b
11260,222,r&b
11261,187,r&b
11262,193,r&b
11263,213,r&b
11264,203,r&b
11265,244,r&b
11266,235,r&b
11267,245,r&b
11268,124,r&b
11269,132,r&b
11270,206,r&b
11273,184,r&b
11274,280,r&b
11275,216,r&b
11276,156,r&b
11277,301,r&b
11281,262,r&b
11282,455,r&b
11291,160,r&b
11292,196,r&b
11293,249,r&b
11294,224,r&b
11295,236,r&b
11296,253,r&b
11297,310,r&b
12450,248,r&b
12451,240,r&b
12452,221,r&b
12453,265,r&b
12463,288,r&b
12464,278,r&b
12465,217,r&b
12466,198,r&b
12467,278,r&b
12468,164,r&b
12469,201,r&b
12470,223,r&b
12471,140,r&b
12472,243,r&b
12473,290,r&b
12474,290,r&b
12475,139,r&b
12476,214,r&b
12477,231,r&b
12478,214,r&b
12479,183,r&b
12480,220,r&b
12481,256,r&b
12482,267,r&b
12483,255,r&b
12484,181,r&b
12485,180,r&b
12486,178,r&b
12487,173,r&b
12488,194,r&b
12489,222,r&b
12490,219,r&b
12491,250,r&b
12492,287,r&b
12493,145,r&b
12494,188,r&b
12495,229,r&b
12496,170,r&b
12497,183,r&b
12504,218,r&b
12505,220,r&b
12506,189,r&b
12507,172,r&b
12508,203,r&b
12575,228,r&b
12576,214,r&b
12577,186,r&b
12578,292,r&b
12579,243,r&b
12580,187,r&b
12581,275,r&b
12582,189,r&b
12583,196,r&b
12584,200,r&b
12585,296,r&b
12586,211,r&b
12587,262,r&b
12588,229,r&b
12589,238,r&b
12590,182,r&b
12591,299,r&b
12592,233,r&b
12593,328,r&b
12594,331,r&b
12595,261,r&b
12596,284,r&b
12597,240,r&b
12598,162,r&b
12599,271,r&b
12600,277,r&b
12601,286,r&b
12602,275,r&b
12603,287,r&b
12604,180,r&b
12605,213,r&b
12606,277,r&b
12607,240,r&b
12608,180,r&b
12984,160,r&b
12985,218,r&b
12986,204,r&b
12987,206,r&b
12988,221,r&b
12989,233,r&b
12990,216,r&b
12991,340,r&b
12992,200,r&b
12995,227,r&b
12996,215,r&b
12997,175,r&b
12998,232,r&b
12999,217,r&b
13000,257,r&b
13001,194,r&b
13002,163,r&b
13003,197,r&b
13004,202,r&b
13005,214,r&b
13006,186,r&b
13007,177,r&b
13008,194,r&b
13009,403,r&b
13010,234,r&b
13011,204,r&b
13012,213,r&b
13013,171,r&b
13014,187,r&b
13015,214,r&b
13016,197,r&b
13017,203,r&b
13018,189,r&b
13019,192,r&b
13020,297,r&b
13021,259,r&b
13022,173,r&b
13023,244,r&b
13024,244,r&b
13025,183,r&b
13026,246,r&b
13027,235,r&b
13028,219,r&b
13029,201,r&b
13030,203,r&b
13031,187,r&b
13032,205,r&b
13033,244,r&b
13034,234,r&b
13042,212,r&b
13043,293,r&b
13044,194,r&b
13045,208,r&b
13056,238,r&b
13057,202,r&b
13058,216,r&b
13118,193,r&b
13119,217,r&b
13120,219,r&b
13121,236,r&b
13122,227,r&b
13133,249,r&b
13134,238,r&b
13135,153,r&b
13136,207,r&b
13137,184,r&b
13138,200,r&b
13139,194,r&b
13140,269,r&b
13141,253,r&b
13142,188,r&b
13143,134,r&b
13144,211,r&b
13145,218,r&b
13146,321,r&b
13147,259,r&b
13148,286,r&b
13149,158,r&b
13150,241,r&b
13151,191,r&b
13152,143,r&b
13153,214,r&b
13154,159,r&b
13155,212,r&b
13156,183,r&b
13157,289,r&b
13158,244,r&b
13159,221,r&b
13160,136,r&b
13161,167,r&b
13162,236,r&b
13163,227,r&b
13164,206,r&b
13165,289,r&b
13166,142,r&b
13167,137,r&b
13168,292,r&b
13169,218,r&b
13170,212,r&b
13171,195,r&b
13172,275,r&b
13173,199,r&b
13174,207,r&b
13175,189,r&b
13176,320,r&b
13177,126,r&b
13178,249,r&b
13179,277,r&b
13180,221,r&b
13181,202,r&b
13182,350,r&b
13183,183,r&b
13184,240,r&b
13185,226,r&b
13186,225,r&b
13187,172,r&b
13188,287,r&b
13189,205,r&b
13190,241,r&b
13208,225,r&b
13209,256,r&b
13210,184,r&b
13211,245,r&b
13212,245,r&b
13213,231,r&b
13214,223,r&b
13215,187,r&b
13450,286,r&b
13451,185,r&b
13452,387,r&b
13453,212,r&b
13454,354,r&b
14589,262,r&b
14590,219,r&b
14591,229,r&b
14592,191,r&b
14593,215,r&b
14596,215,r&b
14611,246,r&b
14612,225,r&b
14613,215,r&b
14614,190,r&b
14615,345,r&b
14616,324,r&b
14617,186,r&b
14618,268,r&b
14619,258,r&b
14620,182,r&b
14621,224,r&b
14622,303,r&b
14623,268,r&b
14624,250,r&b
14625,226,r&b
14626,224,r&b
14627,240,r&b
14628,210,r&b
14629,245,r&b
14630,195,r&b
14631,290,r&b
14632,216,r&b
14633,207,r&b
14634,252,r&b
14635,409,r&b
14636,359,r&b
14637,355,r&b
14638,270,r&b
14640,307,r&b
14641,307,r&b
14642,219,r&b
14643,194,r&b
14644,291,r&b
14645,239,r&b
14646,464,r&b
14647,200,r&b
14648,231,r&b
14649,271,r&b
14650,230,r&b
14651,336,r&b
14652,270,r&b
14653,251,r&b
14654,209,r&b
14655,269,r&b
14656,222,r&b
14657,199,r&b
14658,250,r&b
14659,384,r&b
14660,246,r&b
14661,217,r&b
14662,222,r&b
14663,388,r&b
14664,270,r&b
14665,324,r&b
14666,268,r&b
14667,264,r&b
14668,254,r&b
14669,256,r&b
14670,305,r&b
14682,223,r&b
14694,217,r&b
14810,239,r&b
14811,250,r&b
14812,284,r&b
14813,252,r&b
14822,226,r&b
14823,292,r&b
14824,281,r&b
14844,233,r&b
14845,286,r&b
14846,178,r&b
14847,270,r&b
14848,331,r&b
14849,265,r&b
14850,247,r&b
14851,254,r&b
14852,222,r&b
14853,298,r&b
14854,195,r&b
14855,224,r&b
14856,270,r&b
14857,301,r&b
14981,200,r&b
14993,144,r&b
14994,152,r&b
14995,260,r&b
14996,334,r&b
14997,163,r&b
14998,144,r&b
14999,203,r&b
15000,266,r&b
15001,185,r&b
15002,190,r&b
15003,176,r&b
15004,244,r&b
15005,180,r&b
15006,204,r&b
15007,413,r&b
15008,440,r&b
15009,222,r&b
15010,298,r&b
15011,379,r&b
15012,201,r&b
15013,255,r&b
15014,254,r&b
15015,234,r&b
15016,190,r&b
15017,224,r&b
15018,228,r&b
15019,227,r&b
15020,238,r&b
15021,181,r&b
15022,270,r&b
15033,181,r&b
15034,181,r&b
15035,246,r&b
15036,305,r&b
15086,212,r&b
15087,234,r&b
15088,320,r&b
15089,270,r&b
15090,274,r&b
15091,237,r&b
15092,219,r&b
15093,196,r&b
15094,186,r&b
15095,196,r&b
15096,289,r&b
15098,129,r&b
15099,173,r&b
15100,91,r&b
15116,253,r&b
15122,233,r&b
15123,343,r&b
15124,174,r&b
15125,493,r&b
15126,199,r&b
15127,113,r&b
15128,243,r&b
15129,172,r&b
15130,281,r&b
15135,263,r&b
15144,161,r&b
15145,275,r&b
15146,192,r&b
15157,177,r&b
15158,110,r&b
15159,232,r&b
15160,227,r&b
15503,253,r&b
15504,263,r&b
15505,223,r&b
15506,230,r&b
15507,222,r&b
15508,266,r&b
15509,186,r&b
15510,241,r&b
15511,239,r&b
15515,266,r&b
15516,278,r&b
15517,314,r&b
15518,227,r&b
15519,257,r&b
15520,211,r&b
15521,249,r&b
15522,187,r&b
15523,257,r&b
15524,161,r&b
15525,268,r&b
15526,192,r&b
15527,194,r&b
15528,274,r&b
15529,258,r&b
15530,246,r&b
15531,250,r&b
15532,219,r&b
15533,228,r&b
15534,211,r&b
15535,254,r&b
15536,225,r&b
15537,247,r&b
15538,247,r&b
15539,221,r&b
15540,211,r&b
15541,257,r&b
15542,209,r&b
15543,223,r&b
15544,229,r&b
15545,231,r&b
15546,213,r&b
15547,256,r&b
15548,207,r&b
15549,337,r&b
15550,214,r&b
15551,269,r&b
15552,245,r&b
15553,253,r&b
15554,281,r&b
15555,223,r&b
15556,334,r&b
15557,206,r&b
15558,238,r&b
15559,252,r&b
15565,229,r&b
15566,243,r&b
15567,277,r&b
15568,316,r&b
15569,227,r&b
15837,226,r&b
15838,206,r&b
15839,253,r&b
15840,232,r&b
15847,321,r&b
15848,294,r&b
15849,257,r&b
15850,339,r&b
15853,199,r&b
15854,228,r&b
15855,254,r&b
15856,239,r&b
15857,314,r&b
15858,323,r&b
15867,233,r&b
15868,283,r&b
15869,289,r&b
15870,356,r&b
15871,308,r&b
15872,230,r&b
15879,222,r&b
15880,221,r&b
15881,437,r&b
15882,231,r&b
15883,301,r&b
15884,311,r&b
15885,249,r&b
15886,394,r&b
15895,193,r&b
15896,213,r&b
15897,262,r&b
15898,320,r&b
15899,191,r&b
15938,204,r&b
15939,293,r&b
15940,226,r&b
15949,244,r&b
15950,226,r&b
15963,277,r&b
15964,319,r&b
15965,228,r&b
15966,191,r&b
15967,228,r&b
15968,254,r&b
15969,236,r&b
15970,256,r&b
15971,291,r&b
15972,193,r&b
15973,229,r&b
15974,229,r&b
15975,321,r&b
15976,139,r&b
15977,278,r&b
15978,288,r&b
15979,293,r&b
15980,289,r&b
15981,334,r&b
15982,205,r&b
15983,286,r&b
15984,90,r&b
15985,345,r&b
15986,307,r&b
15987,299,r&b
15988,308,r&b
15989,225,r&b
15990,276,r&b
15991,288,r&b
15992,286,r&b
15993,322,r&b
15994,257,r&b
15995,353,r&b
15996,234,r&b
15997,280,r&b
16012,286,r&b
16013,234,r&b
16014,277,r&b
16015,221,r&b
16016,298,r&b
16032,231,r&b
16033,342,r&b
16339,238,r&b
16340,290,r&b
16341,323,r&b
16342,290,r&b
16343,278,r&b
16344,291,r&b
16345,262,r&b
16346,229,r&b
16347,189,r&b
16348,237,r&b
16349,257,r&b
16350,263,r&b
16351,239,r&b
16352,250,r&b
16353,203,r&b
16354,258,r&b
16355,251,r&b
16356,284,r&b
16357,273,r&b
16358,350,r&b
16359,245,r&b
16431,226,r&b
16432,281,r&b
16433,236,r&b
16434,281,r&b
16435,208,r&b
16436,232,r&b
16437,277,r&b
16438,323,r&b
16439,259,r&b
16440,268,r&b
16441,275,r&b
16442,253,r&b
16443,276,r&b
16444,301,r&b
16445,232,r&b
16446,193,r&b
16447,346,r&b
16448,221,r&b
16449,216,r&b
16450,241,r&b
16451,237,r&b
16452,296,r&b
16453,233,r&b
16454,297,r&b
16455,216,r&b
16456,237,r&b
16457,330,r&b
16458,331,r&b
16459,259,r&b
16460,263,r&b
16461,326,r&b
16462,377,r&b
16463,265,r&b
16464,274,r&b
16465,166,r&b
16466,255,r&b
16467,214,r&b
16468,227,r&b
16469,321,r&b
16470,245,r&b
16471,229,r&b
16472,216,r&b
16473,294,r&b
16474,272,r&b
16475,275,r&b
16476,217,r&b
16477,243,r&b
16478,218,r&b
16479,264,r&b
16480,295,r&b
16481,356,r&b
16482,261,r&b
16483,232,r&b
16484,242,r&b
16485,294,r&b
16486,274,r&b
16487,251,r&b
19009,197,r&b
19010,164,r&b
19011,266,r&b
19012,207,r&b
19013,285,r&b
19014,197,r&b
19015,148,r&b
19016,203,r&b
19017,307,r&b
19018,177,r&b
19019,280,r&b
19020,179,r&b
19021,173,r&b
19022,203,r&b
19023,167,r&b
19024,125,r&b
19025,190,r&b
19026,145,r&b
19027,222,r&b
19028,246,r&b
19029,276,r&b
19030,286,r&b
19031,479,r&b
19032,228,r&b
19033,177,r&b
19034,256,r&b
19035,149,r&b
19036,283,r&b
19037,226,r&b
19038,254,r&b
19039,201,r&b
19040,246,r&b
19041,258,r&b
19042,214,r&b
19043,146,r&b
19044,160,r&b
19045,156,r&b
19046,327,r&b
19047,150,r&b
19048,395,r&b
19049,250,r&b
19050,304,r&b
19051,291,r&b
19052,208,r&b
19053,239,r&b
19054,200,r&b
19055,186,r&b
19056,233,r&b
19057,169,r&b
19058,348,r&b
19059,312,r&b
19060,192,r&b
19061,186,r&b
19062,346,r&b
19063,125,r&b
19064,214,r&b
19065,247,r&b
19066,244,r&b
19067,369,r&b
19068,203,r&b
19069,313,r&b
19070,307,r&b
19071,233,r&b
19072,278,r&b
19073,444,r&b
19074,325,r&b
19075,203,r&b
19076,176,r&b
19106,243,r&b
19107,163,r&b
19108,134,r&b
19109,213,r&b
19110,264,r&b
19111,120,r&b
19112,435,r&b
19128,208,r&b
19137,230,r&b
19138,237,r&b
19139,192,r&b
19140,246,r&b
19141,192,r&b
19142,241,r&b
19143,225,r&b
19144,153,r&b
19145,193,r&b
19146,226,r&b
19147,164,r&b
19148,226,r&b
19149,194,r&b
19150,184,r&b
19151,344,r&b
19152,254,r&b
19153,174,r&b
19158,226,r&b
19160,207,r&b
19161,246,r&b
19162,174,r&b
19163,208,r&b
19164,184,r&b
19165,348,r&b
19166,191,r&b
19167,210,r&b
19168,163,r&b
19169,325,r&b
19170,185,r&b
19171,187,r&b
19172,198,r&b
19173,227,r&b
19174,168,r&b
19175,230,r&b
19176,198,r&b
19177,252,r&b
19178,224,r&b
19179,240,r&b
19180,230,r&b
19181,233,r&b
19182,253,r&b
19183,232,r&b
19184,179,r&b
19185,254,r&b
19186,176,r&b
19187,218,r&b
19188,220,r&b
19190,217,r&b
19191,244,r&b
19192,268,r&b
19193,194,r&b
19194,232,r&b
19195,242,r&b
19196,321,r&b
19197,180,r&b
19199,170,r&b
19200,245,r&b
19201,300,r&b
19207,248,r&b
19216,222,r&b
19217,287,r&b
19218,203,r&b
19219,283,r&b
19220,169,r&b
19225,191,r&b
19226,147,r&b
19227,290,r&b
19228,279,r&b
19229,346,r&b
19230,415,r&b
19231,252,r&b
19232,300,r&b
19246,211,r&b
19247,156,r&b
19248,209,r&b
19320,226,r&b
19321,201,r&b
19322,214,r&b
19323,199,r&b
19324,128,r&b
19325,220,r&b
19327,166,r&b
19335,149,r&b
19336,263,r&b
19337,240,r&b
19338,180,r&b
19339,165,r&b
19340,151,r&b
19341,235,r&b
19342,125,r&b
19343,163,r&b
19345,275,r&b
19350,162,r&b
19351,175,r&b
19382,390,r&b
19383,221,r&b
19384,191,r&b
19385,280,r&b
19386,317,r&b
19387,212,r&b
19388,245,r&b
19389,179,r&b
19390,159,r&b
19391,266,r&b
19392,138,r&b
19393,196,r&b
19394,266,r&b
19395,268,r&b
19396,196,r&b
19397,207,r&b
19398,126,r&b
19399,235,r&b
19400,246,r&b
19401,270,r&b
19402,251,r&b
19403,210,r&b
19404,236,r&b
19405,185,r&b
19406,209,r&b
19407,269,r&b
19408,261,r&b
19409,220,r&b
19410,262,r&b
19411,244,r&b
19412,234,r&b
19413,218,r&b
19414,236,r&b
19415,219,r&b
19432,205,r&b
19433,254,r&b
19434,272,r&b
19435,290,r&b
19436,260,r&b
19437,185,r&b
19438,190,r&b
19439,186,r&b
19440,236,r&b
19441,350,r&b
19442,227,r&b
19443,240,r&b
19444,271,r&b
19449,193,r&b
19458,144,r&b
19460,161,r&b
19461,180,r&b
19462,238,r&b
19463,244,r&b
19464,261,r&b
19465,247,r&b
19466,132,r&b
19473,177,r&b
19475,222,r&b
19476,280,r&b
19477,214,r&b
19478,247,r&b
19479,299,r&b
19482,213,r&b
19483,200,r&b
19484,295,r&b
19485,273,r&b
19486,257,r&b
19487,252,r&b
19488,310,r&b
19489,268,r&b
19490,167,r&b
19491,220,r&b
19492,230,r&b
19493,207,r&b
19494,173,r&b
19495,210,r&b
19496,248,r&b
19497,225,r&b
19498,211,r&b
19499,261,r&b
19500,161,r&b
19501,292,r&b
19502,189,r&b
19503,275,r&b
19504,226,r&b
19505,211,r&b
19506,230,r&b
19507,214,r&b
19508,209,r&b
19509,217,r&b
19510,231,r&b
19511,196,r&b
19512,227,r&b
19513,188,r&b
19514,236,r&b
19515,212,r&b
19516,224,r&b
19518,274,r&b
19519,247,r&b
19520,163,r&b
19521,206,r&b
19526,222,r&b
19532,360,r&b
19533,233,r&b
19534,262,r&b
19535,205,r&b
19536,190,r&b
19537,257,r&b
19538,214,r&b
19539,267,r&b
19540,185,r&b
19541,204,r&b
19542,183,r&b
19543,197,r&b
19544,291,r&b
19545,255,r&b
19546,218,r&b
19547,207,r&b
19548,130,r&b
19549,122,r&b
19550,179,r&b
19551,197,r&b
19552,306,r&b
19553,172,r&b
19554,239,r&b
19555,248,r&b
19556,259,r&b
19557,180,r&b
19558,166,r&b
19559,183,r&b
19560,164,r&b
19561,228,r&b
19562,265,r&b
19563,200,r&b
19565,237,r&b
19566,336,r&b
19567,222,r&b
19568,198,r&b
19572,139,r&b
19575,339,r&b
19576,253,r&b
19581,391,r&b
19582,242,r&b
19583,191,r&b
19584,324,r&b
19585,205,r&b
19586,232,r&b
19587,188,r&b
19588,211,r&b
19589,232,r&b
19590,145,r&b
19591,219,r&b
19592,246,r&b
19593,128,r&b
19594,186,r&b
19595,130,r&b
19596,225,r&b
19597,226,r&b
19598,272,r&b
19599,162,r&b
19600,289,r&b
19601,251,r&b
19602,149,r&b
19603,243,r&b
19604,191,r&b
19605,222,r&b
19606,241,r&b
19607,179,r&b
19608,184,r&b
19609,254,r&b
19610,219,r&b
19611,163,r&b
19614,217,r&b
19615,169,r&b
19616,201,r&b
19617,225,r&b
19618,211,r&b
19619,250,r&b
19620,223,r&b
19621,225,r&b
19622,134,r&b
19623,228,r&b
19624,183,r&b
19625,264,r&b
19626,212,r&b
19627,187,r&b
19628,145,r&b
19629,284,r&b
19630,163,r&b
19631,185,r&b
19632,321,r&b
19633,191,r&b
19634,222,r&b
19635,189,r&b
19636,181,r&b
19637,197,r&b
19638,203,r&b
19639,203,r&b
19640,187,r&b
19641,295,r&b
19642,181,r&b
19643,236,r&b
19644,284,r&b
19645,223,r&b
19646,236,r&b
19647,167,r&b
19668,252,r&b
19669,274,r&b
19670,293,r&b
19671,263,r&b
19710,124,r&b
19718,169,r&b
19719,225,r&b
19720,188,r&b
19721,252,r&b
19722,261,r&b
19723,230,r&b
19724,190,r&b
19725,147,r&b
19726,218,r&b
19727,168,r&b
19728,285,r&b
19729,321,r&b
19730,172,r&b
19731,262,r&b
19732,176,r&b
19733,246,r&b
19734,202,r&b
19735,201,r&b
19736,177,r&b
19737,127,r&b
19738,229,r&b
19739,204,r&b
19740,236,r&b
19741,182,r&b
19742,240,r&b
19743,276,r&b
19744,214,r&b
19745,107,r&b
19746,272,r&b
19747,267,r&b
19748,252,r&b
19749,153,r&b
19750,217,r&b
19751,251,r&b
19752,57,r&b
19753,227,r&b
19754,195,r&b
19755,302,r&b
19756,285,r&b
19757,225,r&b
19758,195,r&b
19759,333,r&b
19760,120,r&b
19761,263,r&b
19762,206,r&b
19763,232,r&b
19764,283,r&b
19765,147,r&b
19766,306,r&b
19767,209,r&b
19768,250,r&b
19769,134,r&b
19770,261,r&b
19771,257,r&b
19772,231,r&b
19773,169,r&b
19774,180,r&b
19775,236,r&b
19776,289,r&b
19777,102,r&b
19778,196,r&b
19779,176,r&b
19780,224,r&b
19781,301,r&b
19782,205,r&b
19783,263,r&b
19784,244,r&b
19785,232,r&b
19786,167,r&b
19830,197,r&b
19831,220,r&b
19832,277,r&b
19833,141,r&b
19834,238,r&b
19835,217,r&b
19836,228,r&b
19837,207,r&b
19838,197,r&b
19839,222,r&b
19840,249,r&b
19841,206,r&b
19842,220,r&b
19843,220,r&b
19844,151,r&b
19845,159,r&b
19846,181,r&b
19848,212,r&b
19849,168,r&b
19850,308,r&b
19851,208,r&b
19852,192,r&b
19853,242,r&b
19854,246,r&b
19855,207,r&b
19856,263,r&b
19858,198,r&b
19859,238,r&b
19860,235,r&b
19861,203,r&b
19862,191,r&b
19863,217,r&b
19864,305,r&b
19881,197,r&b
19883,251,r&b
19884,177,r&b
19885,254,r&b
19886,156,r&b
19887,181,r&b
19888,181,r&b
19889,178,r&b
19890,194,r&b
19891,207,r&b
19892,196,r&b
19893,219,r&b
19894,201,r&b
19895,187,r&b
19896,227,r&b
19897,299,r&b
19898,189,r&b
19899,210,r&b
19900,227,r&b
19901,219,r&b
19902,196,r&b
19903,204,r&b
19904,191,r&b
19905,203,r&b
19906,218,r&b
19907,241,r&b
19908,209,r&b
19909,183,r&b
19910,201,r&b
19911,204,r&b
19912,170,r&b
19913,219,r&b
19914,274,r&b
19915,227,r&b
19916,225,r&b
19917,242,r&b
19918,170,r&b
19919,185,r&b
19921,234,r&b
19927,222,r&b
19937,194,r&b
19938,194,r&b
19939,275,r&b
19945,220,r&b
19953,182,r&b
19954,172,r&b
19955,219,r&b
19956,202,r&b
19957,195,r&b
19958,196,r&b
19959,155,r&b
19960,160,r&b
19961,157,r&b
19962,177,r&b
19963,174,r&b
19964,247,r&b
19965,245,r&b
19966,180,r&b
19967,190,r&b
19968,165,r&b
19969,227,r&b
19970,209,r&b
19971,157,r&b
19974,174,r&b
19975,208,r&b
19981,203,r&b
19990,205,r&b
19991,215,r&b
19992,201,r&b
19993,185,r&b
19994,221,r&b
19995,239,r&b
19996,192,r&b
19997,164,r&b
19998,287,r&b
19999,180,r&b
20000,219,r&b
20001,204,r&b
20002,226,r&b
20003,210,r&b
20004,216,r&b
20005,217,r&b
20006,197,r&b
20007,196,r&b
20008,225,r&b
20009,193,r&b
20010,207,r&b
20011,190,r&b
20012,188,r&b
20013,200,r&b
20014,198,r&b
20015,231,r&b
20016,204,r&b
20018,240,r&b
20019,192,r&b
20020,211,r&b
20021,180,r&b
20022,189,r&b
20023,201,r&b
20024,222,r&b
20025,162,r&b
20266,225,r&b
20546,283,r&b
20547,287,r&b
20548,233,r&b
20549,256,r&b
20550,236,r&b
20551,318,r&b
20552,240,r&b
20553,196,r&b
20554,226,r&b
20555,211,r&b
20556,255,r&b
20557,194,r&b
20558,227,r&b
20559,249,r&b
20560,224,r&b
20561,243,r&b
20562,204,r&b
20563,202,r&b
20564,249,r&b
20565,247,r&b
20566,217,r&b
20567,234,r&b
20568,232,r&b
20569,267,r&b
20570,225,r&b
20571,236,r&b
20572,238,r&b
20573,200,r&b
20574,278,r&b
20575,200,r&b
20576,238,r&b
20577,484,r&b
20578,232,r&b
20579,243,r&b
20580,291,r&b
20581,260,r&b
20582,236,r&b
20583,187,r&b
20584,137,r&b
20585,129,r&b
20586,192,r&b
20587,188,r&b
20588,201,r&b
20589,262,r&b
20590,226,r&b
20591,123,r&b
20592,237,r&b
20593,251,r&b
20594,250,r&b
20595,275,r&b
20596,240,r&b
20597,187,r&b
20598,149,r&b
20599,171,r&b
20600,216,r&b
20601,197,r&b
20602,277,r&b
20603,269,r&b
20604,226,r&b
20605,214,r&b
20606,239,r&b
20607,225,r&b
20608,220,r&b
20609,211,r&b
20610,263,r&b
20611,264,r&b
20612,220,r&b
20613,112,r&b
20614,201,r&b
20615,207,r&b
20616,150,r&b
20617,241,r&b
20618,207,r&b
20619,172,r&b
20620,245,r&b
20621,163,r&b
20622,126,r&b
20623,136,r&b
20624,127,r&b
20625,260,r&b
20626,218,r&b
20627,191,r&b
20628,272,r&b
20629,300,r&b
20630,243,r&b
20631,187,r&b
20632,201,r&b
20633,221,r&b
20634,183,r&b
20635,165,r&b
20636,154,r&b
20637,197,r&b
20638,209,r&b
20639,280,r&b
20640,177,r&b
20641,154,r&b
20642,199,r&b
20643,104,r&b
20644,182,r&b
20645,219,r&b
20646,237,r&b
20647,328,r&b
20648,281,r&b
20649,182,r&b
20650,247,r&b
20651,260,r&b
20652,251,r&b
20653,207,r&b
20654,214,r&b
20655,402,r&b
20656,213,r&b
20657,197,r&b
20658,209,r&b
20659,245,r&b
20660,314,r&b
20661,194,r&b
20663,181,r&b
20664,131,r&b
20665,206,r&b
20666,216,r&b
20667,336,r&b
20668,207,r&b
20669,262,r&b
20670,231,r&b
20671,160,r&b
20672,235,r&b
20673,217,r&b
20674,221,r&b
20675,431,r&b
20676,358,r&b
20677,251,r&b
20678,224,r&b
20679,372,r&b
20680,281,r&b
20681,353,r&b
20682,229,r&b
20683,287,r&b
20684,329,r&b
20685,289,r&b
20686,294,r&b
20687,240,r&b
20688,246,r&b
20689,246,r&b
20690,428,r&b
20691,189,r&b
20692,410,r&b
20693,326,r&b
20694,292,r&b
20695,220,r&b
20696,170,r&b
20697,274,r&b
20701,211,r&b
20702,269,r&b
20703,241,r&b
20704,238,r&b
20705,305,r&b
20706,349,r&b
20707,277,r&b
20708,294,r&b
20709,271,r&b
20710,270,r&b
20711,224,r&b
20712,249,r&b
