,valence,playlist_genre
20183,0.541,pop
20184,0.296,pop
20185,0.312,pop
20186,0.336,pop
20187,0.153,pop
20188,0.566,pop
20189,0.42,pop
20190,0.409,pop
20191,0.399,pop
20192,0.346,pop
20193,0.423,pop
20194,0.212,pop
20198,0.589,pop
20199,0.206,pop
20200,0.267,pop
20201,0.509,pop
20202,0.505,pop
20203,0.181,pop
20204,0.58,pop
20212,0.236,pop
20213,0.366,pop
20364,0.596,pop
20365,0.392,pop
20366,0.517,pop
20367,0.0719,pop
20368,0.577,pop
20370,0.657,pop
20371,0.881,pop
20372,0.16,pop
20374,0.344,pop
20375,0.251,pop
20698,0.659,pop
20699,0.669,pop
20700,0.249,pop
20749,0.522,pop
20750,0.896,pop
20751,0.326,pop
20758,0.622,pop
20759,0.255,pop
20760,0.66,pop
20761,0.624,pop
20762,0.604,pop
20763,0.542,pop
20764,0.882,pop
20765,0.448,pop
20775,0.567,pop
20778,0.512,pop
20779,0.417,pop
20780,0.636,pop
20781,0.588,pop
20782,0.33,pop
20784,0.695,pop
20785,0.1,pop
20786,0.409,pop
20790,0.412,pop
20796,0.285,pop
20797,0.502,pop
20798,0.266,pop
20799,0.205,pop
20800,0.222,pop
20801,0.457,pop
20802,0.107,pop
20803,0.138,pop
20804,0.589,pop
20805,0.317,pop
20807,0.435,pop
20808,0.683,pop
20809,0.323,pop
20810,0.826,pop
20811,0.343,pop
20812,0.628,pop
20813,0.419,pop
20955,0.777,pop
20956,0.545,pop
20957,0.448,pop
20958,0.499,pop
20959,0.493,pop
20960,0.446,pop
20961,0.38,pop
21517,0.651,pop
21518,0.181,pop
21519,0.717,pop
21520,0.541,pop
21521,0.224,pop
21522,0.362,pop
21523,0.605,pop
21524,0.516,pop
21525,0.471,pop
21526,0.601,pop
21527,0.232,pop
21528,0.664,pop
21529,0.657,pop
21530,0.236,pop
21531,0.622,pop
21532,0.484,pop
21533,0.351,pop
21534,0.185,pop
21535,0.617,pop
21536,0.387,pop
21537,0.565,pop
21538,0.195,pop
21539,0.622,pop
21540,0.486,pop
21541,0.562,pop
21542,0.446,pop
21543,0.592,pop
21544,0.356,pop
21545,0.515,pop
21546,0.248,pop
21547,0.163,pop
21548,0.574,pop
21549,0.461,pop
21550,0.521,pop
21551,0.362,pop
21552,0.41,pop
21553,0.465,pop
21554,0.643,pop
21555,0.163,pop
21556,0.301,pop
21557,0.193,pop
21558,0.469,pop
21559,0.7,pop
21560,0.382,pop
21561,0.477,pop
21562,0.395,pop
21563,0.345,pop
21564,0.705,pop
21565,0.219,pop
21566,0.491,pop
21567,0.292,pop
21568,0.223,pop
21569,0.279,pop
21570,0.568,pop
21571,0.438,pop
21572,0.46,pop
21573,0.203,pop
21574,0.193,pop
21575,0.484,pop
21576,0.153,pop
21577,0.355,pop
21578,0.687,pop
21579,0.526,pop
21580,0.704,pop
21581,0.451,pop
21582,0.188,pop
21583,0.777,pop
21584,0.63,pop
21585,0.312,pop
21586,0.336,pop
21587,0.144,pop
21588,0.152,pop
21589,0.28,pop
21590,0.298,pop
21591,0.414,pop
21592,0.638,pop
21593,0.185,pop
21594,0.491,pop
21595,0.553,pop
21596,0.486,pop
21597,0.408,pop
21598,0.385,pop
21599,0.234,pop
21600,0.659,pop
21601,0.652,pop
21602,0.55,pop
21603,0.449,pop
21604,0.408,pop
21605,0.733,pop
21606,0.327,pop
21607,0.479,pop
21608,0.723,pop
21609,0.19,pop
21610,0.458,pop
21611,0.767,pop
21612,0.585,pop
21613,0.25,pop
21614,0.27,pop
21615,0.472,pop
21616,0.293,pop
21617,0.112,pop
21618,0.685,pop
21619,0.376,pop
21620,0.751,pop
21621,0.437,pop
21622,0.378,pop
21623,0.341,pop
21624,0.523,pop
21625,0.442,pop
21626,0.329,pop
21748,0.872,pop
21749,0.875,pop
21750,0.701,pop
21751,0.299,pop
21752,0.801,pop
21753,0.377,pop
21754,0.308,pop
21755,0.721,pop
21756,0.787,pop
21757,0.907,pop
21758,0.706,pop
21759,0.422,pop
21760,0.33,pop
21761,0.67,pop
21762,0.894,pop
21763,0.413,pop
21764,0.268,pop
21765,0.792,pop
21766,0.416,pop
21767,0.257,pop
21768,0.638,pop
21769,0.353,pop
21770,0.573,pop
21771,0.545,pop
21772,0.851,pop
21773,0.735,pop
21774,0.72,pop
21775,0.699,pop
21776,0.777,pop
21777,0.671,pop
21778,0.808,pop
21779,0.575,pop
21780,0.441,pop
21781,0.393,pop
21782,0.612,pop
21783,0.703,pop
21784,0.896,pop
21785,0.756,pop
21786,0.57,pop
21787,0.739,pop
21788,0.676,pop
21789,0.797,pop
21790,0.916,pop
21791,0.539,pop
21792,0.631,pop
21793,0.715,pop
21794,0.781,pop
21795,0.678,pop
21796,0.475,pop
21797,0.439,pop
21798,0.793,pop
21799,0.29,pop
21800,0.968,pop
21801,0.542,pop
21802,0.801,pop
21803,0.338,pop
21804,0.951,pop
21805,0.58,pop
21806,0.394,pop
21807,0.598,pop
21808,0.5,pop
21809,0.617,pop
21810,0.832,pop
21811,0.198,pop
21812,0.605,pop
21813,0.763,pop
21814,0.393,pop
21815,0.402,pop
21816,0.626,pop
21817,0.485,pop
21818,0.682,pop
21819,0.966,pop
21820,0.412,pop
21821,0.621,pop
21822,0.769,pop
21823,0.696,pop
21824,0.931,pop
21825,0.477,pop
21826,0.618,pop
21827,0.421,pop
21828,0.809,pop
21829,0.599,pop
21830,0.833,pop
21831,0.336,pop
21832,0.517,pop
21833,0.964,pop
21834,0.335,pop
21835,0.854,pop
21836,0.368,pop
21837,0.585,pop
21838,0.962,pop
21839,0.393,pop
21840,0.389,pop
21841,0.75,pop
21842,0.762,pop
21843,0.86,pop
21844,0.302,pop
21845,0.64,pop
21846,0.169,pop
21847,0.847,pop
21848,0.63,pop
21849,0.763,pop
21850,0.968,pop
21851,0.878,pop
21852,0.833,pop
21853,0.801,pop
21854,0.278,pop
21855,0.519,pop
21856,0.519,pop
21857,0.549,pop
21858,0.965,pop
21859,0.483,pop
21860,0.677,pop
21861,0.662,pop
21862,0.491,pop
21863,0.756,pop
21864,0.649,pop
21865,0.839,pop
21866,0.739,pop
21867,0.382,pop
21868,0.887,pop
21869,0.904,pop
21870,0.811,pop
21871,0.506,pop
21872,0.455,pop
21873,0.612,pop
21874,0.268,pop
21875,0.702,pop
21876,0.382,pop
21877,0.861,pop
21878,0.502,pop
21879,0.854,pop
21880,0.777,pop
21881,0.324,pop
21882,0.668,pop
21883,0.613,pop
21884,0.577,pop
21885,0.501,pop
21886,0.636,pop
21887,0.352,pop
21888,0.711,pop
21889,0.546,pop
21890,0.61,pop
21891,0.573,pop
21892,0.519,pop
21893,0.816,pop
21894,0.949,pop
21895,0.55,pop
21896,0.465,pop
21897,0.718,pop
21898,0.796,pop
21899,0.795,pop
21900,0.769,pop
21901,0.461,pop
21902,0.888,pop
21903,0.679,pop
21904,0.714,pop
22514,0.179,pop
22515,0.498,pop
22516,0.375,pop
22517,0.297,pop
22518,0.554,pop
22519,0.13,pop
22520,0.179,pop
22521,0.335,pop
22522,0.12,pop
22523,0.546,pop
22524,0.199,pop
22525,0.301,pop
22526,0.571,pop
22527,0.186,pop
22528,0.764,pop
22529,0.715,pop
22530,0.806,pop
22531,0.175,pop
22532,0.2,pop
22533,0.397,pop
22534,0.31,pop
22536,0.736,pop
22581,0.113,pop
22582,0.345,pop
22583,0.178,pop
22584,0.594,pop
22585,0.491,pop
22586,0.453,pop
22587,0.294,pop
22588,0.684,pop
22589,0.34,pop
22590,0.337,pop
22591,0.0922,pop
22592,0.164,pop
22593,0.769,pop
22594,0.499,pop
23143,0.344,pop
23144,0.755,pop
23145,0.198,pop
23146,0.322,pop
23147,0.513,pop
23148,0.792,pop
23149,0.659,pop
23150,0.166,pop
23151,0.627,pop
23152,0.61,pop
23153,0.311,pop
23154,0.572,pop
23155,0.439,pop
23156,0.239,pop
23157,0.414,pop
23158,0.657,pop
23159,0.502,pop
23160,0.1,pop
23161,0.858,pop
23162,0.354,pop
23163,0.487,pop
23164,0.637,pop
23165,0.314,pop
23166,0.276,pop
23167,0.121,pop
23168,0.35,pop
23169,0.23,pop
23170,0.511,pop
23171,0.457,pop
23172,0.87,pop
23173,0.705,pop
23174,0.45,pop
23175,0.455,pop
23176,0.233,pop
23177,0.316,pop
23178,0.153,pop
23179,0.619,pop
23180,0.777,pop
23181,0.294,pop
23182,0.536,pop
23183,0.517,pop
23184,0.308,pop
23185,0.476,pop
23186,0.189,pop
23187,0.632,pop
23188,0.34,pop
23189,0.434,pop
23190,0.613,pop
23191,0.834,pop
23192,0.962,pop
23193,0.4,pop
23194,0.449,pop
23195,0.827,pop
23196,0.43,pop
23197,0.575,pop
23198,0.3,pop
23199,0.0675,pop
23200,0.715,pop
23201,0.661,pop
23202,0.74,pop
23203,0.429,pop
23204,0.373,pop
23205,0.829,pop
23206,0.455,pop
23207,0.789,pop
23208,0.645,pop
23209,0.407,pop
23210,0.176,pop
23211,0.611,pop
23212,0.178,pop
23213,0.437,pop
23214,0.254,pop
23215,0.266,pop
23216,0.803,pop
23217,0.0531,pop
23218,0.294,pop
23219,0.411,pop
23220,0.622,pop
23221,0.502,pop
23222,0.876,pop
23223,0.348,pop
23224,0.609,pop
23225,0.37,pop
23226,0.645,pop
23227,0.594,pop
23228,0.142,pop
23229,0.282,pop
23230,0.4,pop
23231,0.379,pop
23232,0.119,pop
23233,0.188,pop
23234,0.409,pop
23235,0.356,pop
23236,0.344,pop
23237,0.899,pop
23238,0.568,pop
23239,0.247,pop
23240,0.629,pop
23241,0.186,pop
23242,0.843,pop
23243,0.443,pop
23244,0.145,pop
23245,0.67,pop
23246,0.718,pop
23247,0.593,pop
23248,0.236,pop
23249,0.43,pop
23250,0.628,pop
23251,0.44,pop
23252,0.509,pop
23253,0.733,pop
23254,0.528,pop
23255,0.563,pop
23256,0.0752,pop
23257,0.214,pop
23258,0.0563,pop
23259,0.329,pop
23260,0.276,pop
23261,0.425,pop
23262,0.383,pop
23263,0.457,pop
23264,0.84,pop
23265,0.721,pop
23266,0.928,pop
23267,0.632,pop
23268,0.679,pop
23269,0.784,pop
23270,0.286,pop
23271,0.473,pop
23272,0.767,pop
23273,0.655,pop
23274,0.807,pop
23275,0.618,pop
23276,0.723,pop
23277,0.963,pop
23278,0.317,pop
23279,0.709,pop
23280,0.385,pop
23281,0.718,pop
23282,0.442,pop
23283,0.398,pop
23284,0.785,pop
23285,0.569,pop
23286,0.265,pop
23287,0.318,pop
23288,0.225,pop
23289,0.724,pop
23290,0.662,pop
23291,0.425,pop
23292,0.724,pop
23293,0.494,pop
23294,0.226,pop
23295,0.266,pop
23296,0.876,pop
23297,0.511,pop
23298,0.756,pop
23299,0.866,pop
23300,0.769,pop
23301,0.841,pop
23302,0.443,pop
23303,0.508,pop
23304,0.24,pop
23305,0.593,pop
23306,0.238,pop
23307,0.657,pop
23308,0.559,pop
23309,0.404,pop
23310,0.685,pop
23311,0.643,pop
23312,0.722,pop
23313,0.464,pop
23314,0.693,pop
23315,0.359,pop
23316,0.59,pop
23317,0.522,pop
23318,0.509,pop
23319,0.552,pop
23320,0.583,pop
23321,0.422,pop
23322,0.387,pop
23323,0.118,pop
23324,0.711,pop
23325,0.286,pop
23326,0.841,pop
23327,0.32,pop
23328,0.821,pop
23329,0.172,pop
23330,0.965,pop
23331,0.561,pop
23332,0.518,pop
23333,0.381,pop
23334,0.298,pop
23335,0.419,pop
23336,0.494,pop
23337,0.559,pop
23338,0.713,pop
23339,0.445,pop
23340,0.944,pop
23341,0.828,pop
23342,0.37,pop
23343,0.382,pop
23344,0.283,pop
23345,0.629,pop
23346,0.438,pop
23347,0.454,pop
23348,0.797,pop
23349,0.485,pop
23350,0.646,pop
23351,0.674,pop
23352,0.52,pop
23353,0.886,pop
23354,0.415,pop
23355,0.581,pop
23356,0.671,pop
23357,0.533,pop
23358,0.27,pop
23359,0.371,pop
23360,0.537,pop
23361,0.203,pop
23362,0.718,pop
23363,0.765,pop
23364,0.523,pop
23365,0.652,pop
23366,0.676,pop
23367,0.371,pop
23368,0.158,pop
23369,0.803,pop
23370,0.931,pop
23371,0.82,pop
23372,0.933,pop
23373,0.235,pop
23374,0.468,pop
23375,0.27,pop
23376,0.309,pop
23377,0.723,pop
23378,0.587,pop
23379,0.395,pop
23380,0.495,pop
23381,0.578,pop
23382,0.356,pop
23383,0.567,pop
23384,0.783,pop
23385,0.553,pop
23386,0.564,pop
23387,0.634,pop
23388,0.305,pop
23389,0.693,pop
23390,0.876,pop
23391,0.456,pop
23392,0.222,pop
23393,0.347,pop
23394,0.409,pop
23395,0.337,pop
23396,0.588,pop
23397,0.527,pop
23398,0.389,pop
23399,0.511,pop
23400,0.239,pop
23401,0.518,pop
23402,0.534,pop
23403,0.684,pop
23404,0.577,pop
23405,0.523,pop
23406,0.869,pop
23407,0.5,pop
23408,0.63,pop
23409,0.566,pop
23410,0.496,pop
23411,0.386,pop
23412,0.58,pop
23413,0.255,pop
23414,0.432,pop
23415,0.349,pop
23416,0.847,pop
23417,0.401,pop
23418,0.863,pop
23419,0.49,pop
23420,0.373,pop
23421,0.43,pop
23422,0.808,pop
23423,0.397,pop
23424,0.675,pop
23425,0.652,pop
23426,0.287,pop
23427,0.616,pop
23428,0.243,pop
23429,0.743,pop
23430,0.304,pop
23431,0.336,pop
23432,0.581,pop
23433,0.623,pop
23434,0.851,pop
23435,0.846,pop
23436,0.793,pop
23437,0.787,pop
23438,0.811,pop
23439,0.424,pop
23440,0.834,pop
23441,0.548,pop
23442,0.611,pop
23443,0.745,pop
23444,0.526,pop
23445,0.821,pop
23446,0.647,pop
23447,0.563,pop
23448,0.556,pop
3,0.386,r&b
7,0.663,r&b
8,0.893,r&b
20,0.173,r&b
49,0.884,r&b
50,0.524,r&b
51,0.846,r&b
52,0.795,r&b
53,0.882,r&b
54,0.823,r&b
55,0.847,r&b
56,0.654,r&b
57,0.841,r&b
58,0.674,r&b
70,0.721,r&b
71,0.861,r&b
72,0.49,r&b
73,0.379,r&b
74,0.611,r&b
75,0.798,r&b
85,0.512,r&b
86,0.355,r&b
87,0.262,r&b
88,0.48,r&b
89,0.618,r&b
90,0.946,r&b
91,0.682,r&b
92,0.489,r&b
93,0.566,r&b
94,0.674,r&b
95,0.609,r&b
96,0.523,r&b
97,0.464,r&b
98,0.388,r&b
99,0.314,r&b
100,0.694,r&b
101,0.235,r&b
182,0.369,r&b
184,0.701,r&b
185,0.63,r&b
186,0.706,r&b
187,0.647,r&b
188,0.532,r&b
189,0.661,r&b
190,0.868,r&b
191,0.56,r&b
192,0.949,r&b
331,0.632,r&b
333,0.681,r&b
334,0.905,r&b
335,0.685,r&b
336,0.546,r&b
337,0.863,r&b
338,0.343,r&b
339,0.81,r&b
340,0.384,r&b
517,0.369,r&b
518,0.182,r&b
521,0.331,r&b
533,0.966,r&b
534,0.458,r&b
535,0.409,r&b
536,0.393,r&b
537,0.55,r&b
541,0.277,r&b
559,0.503,r&b
580,0.377,r&b
582,0.381,r&b
583,0.719,r&b
584,0.0376,r&b
585,0.233,r&b
586,0.2,r&b
587,0.197,r&b
589,0.343,r&b
590,0.495,r&b
591,0.439,r&b
618,0.494,r&b
620,0.551,r&b
622,0.397,r&b
623,0.49,r&b
624,0.483,r&b
625,0.273,r&b
626,0.623,r&b
627,0.364,r&b
628,0.195,r&b
629,0.52,r&b
630,0.42,r&b
631,0.456,r&b
632,0.551,r&b
633,0.422,r&b
634,0.718,r&b
635,0.518,r&b
636,0.669,r&b
637,0.539,r&b
897,0.687,r&b
898,0.9,r&b
899,0.613,r&b
900,0.874,r&b
901,0.612,r&b
902,0.656,r&b
903,0.54,r&b
904,0.654,r&b
914,0.591,r&b
915,0.259,r&b
924,0.748,r&b
925,0.825,r&b
926,0.675,r&b
927,0.916,r&b
928,0.488,r&b
929,0.801,r&b
930,0.521,r&b
939,0.857,r&b
1096,0.131,r&b
1097,0.596,r&b
1098,0.306,r&b
1099,0.311,r&b
1100,0.359,r&b
1106,0.714,r&b
1123,0.416,r&b
1124,0.615,r&b
1125,0.757,r&b
1132,0.645,r&b
1140,0.568,r&b
1141,0.594,r&b
1142,0.271,r&b
1144,0.757,r&b
1145,0.491,r&b
1146,0.65,r&b
1147,0.46,r&b
1152,0.44,r&b
1153,0.543,r&b
1157,0.859,r&b
1158,0.235,r&b
1159,0.282,r&b
1176,0.601,r&b
1179,0.624,r&b
1185,0.581,r&b
1188,0.923,r&b
1192,0.823,r&b
1193,0.882,r&b
1194,0.814,r&b
1195,0.958,r&b
1196,0.784,r&b
1197,0.819,r&b
1198,0.942,r&b
1199,0.772,r&b
1200,0.807,r&b
1201,0.748,r&b
1202,0.653,r&b
1203,0.881,r&b
1205,0.641,r&b
1207,0.64,r&b
1212,0.422,r&b
1215,0.794,r&b
1219,0.872,r&b
1220,0.672,r&b
1221,0.49,r&b
1224,0.963,r&b
1225,0.768,r&b
1228,0.799,r&b
1366,0.665,r&b
1367,0.558,r&b
1368,0.754,r&b
1369,0.0631,r&b
1370,0.125,r&b
1371,0.809,r&b
1372,0.0397,r&b
1373,0.693,r&b
1374,0.141,r&b
1375,0.49,r&b
1376,0.231,r&b
1377,0.572,r&b
1378,0.345,r&b
1379,0.56,r&b
1380,0.11,r&b
1381,0.168,r&b
1382,0.548,r&b
1383,0.418,r&b
1384,0.465,r&b
1423,0.213,r&b
1424,0.264,r&b
1425,0.932,r&b
1426,0.58,r&b
1427,0.67,r&b
1428,0.253,r&b
1429,0.519,r&b
1430,0.45,r&b
1431,0.663,r&b
1432,0.726,r&b
1433,0.543,r&b
1434,0.276,r&b
1435,0.864,r&b
1436,0.471,r&b
1437,0.038,r&b
1438,0.886,r&b
1439,0.19,r&b
1440,0.745,r&b
1441,0.963,r&b
1442,0.541,r&b
1443,0.138,r&b
1444,0.34,r&b
1445,0.354,r&b
1446,0.377,r&b
1454,0.6,r&b
1455,0.778,r&b
1456,0.332,r&b
1457,0.674,r&b
1458,0.426,r&b
1459,0.43,r&b
1460,0.539,r&b
1461,0.582,r&b
1771,0.214,r&b
1772,0.525,r&b
1773,0.802,r&b
1774,0.653,r&b
1775,0.676,r&b
1776,0.531,r&b
1777,0.835,r&b
1778,0.665,r&b
1779,0.931,r&b
1780,0.0492,r&b
1782,0.61,r&b
1783,0.434,r&b
1784,0.531,r&b
1785,0.562,r&b
1790,0.251,r&b
1793,0.863,r&b
1794,0.542,r&b
1795,0.128,r&b
1796,0.904,r&b
1797,0.741,r&b
1798,0.546,r&b
1802,0.676,r&b
1803,0.591,r&b
1804,0.348,r&b
1805,0.708,r&b
1806,0.55,r&b
1807,0.596,r&b
1808,0.622,r&b
1809,0.281,r&b
1810,0.541,r&b
1811,0.665,r&b
1812,0.287,r&b
1813,0.776,r&b
1816,0.565,r&b
1817,0.448,r&b
1818,0.688,r&b
1819,0.644,r&b
1820,0.318,r&b
1821,0.519,r&b
1822,0.627,r&b
1823,0.586,r&b
1824,0.31,r&b
1831,0.715,r&b
1849,0.635,r&b
1850,0.529,r&b
1851,0.582,r&b
1855,0.618,r&b
1856,0.397,r&b
1860,0.476,r&b
1861,0.317,r&b
1862,0.293,r&b
1878,0.606,r&b
1892,0.305,r&b
1893,0.574,r&b
1894,0.498,r&b
1895,0.837,r&b
1896,0.616,r&b
1897,0.307,r&b
1898,0.607,r&b
1899,0.811,r&b
1900,0.535,r&b
1905,0.803,r&b
1906,0.351,r&b
1928,0.655,r&b
1930,0.908,r&b
1933,0.661,r&b
1934,0.795,r&b
1935,0.73,r&b
1936,0.453,r&b
1937,0.902,r&b
1938,0.535,r&b
1939,0.81,r&b
1941,0.655,r&b
1942,0.291,r&b
1943,0.603,r&b
1944,0.842,r&b
2193,0.964,r&b
2196,0.679,r&b
2197,0.832,r&b
2198,0.906,r&b
2199,0.92,r&b
2200,0.64,r&b
2201,0.819,r&b
2202,0.891,r&b
2203,0.81,r&b
2204,0.789,r&b
2205,0.705,r&b
2206,0.454,r&b
2207,0.874,r&b
2208,0.96,r&b
2209,0.966,r&b
2221,0.795,r&b
2222,0.931,r&b
2223,0.974,r&b
2224,0.274,r&b
2225,0.6,r&b
2226,0.668,r&b
2227,0.856,r&b
2228,0.774,r&b
2229,0.722,r&b
2260,0.815,r&b
2261,0.702,r&b
2262,0.899,r&b
2263,0.676,r&b
2264,0.641,r&b
2265,0.929,r&b
2266,0.588,r&b
2267,0.528,r&b
2268,0.715,r&b
2269,0.764,r&b
2270,0.88,r&b
2271,0.967,r&b
2272,0.885,r&b
2274,0.77,r&b
2308,0.727,r&b
2309,0.909,r&b
2310,0.872,r&b
2311,0.638,r&b
2312,0.45,r&b
2313,0.752,r&b
2314,0.789,r&b
2318,0.576,r&b
2319,0.0985,r&b
2320,0.39,r&b
2323,0.438,r&b
2333,0.481,r&b
2334,0.526,r&b
2335,0.431,r&b
2336,0.528,r&b
2337,0.405,r&b
2338,0.453,r&b
2339,0.39,r&b
2340,0.177,r&b
2341,0.455,r&b
2342,0.683,r&b
2343,0.478,r&b
2344,0.922,r&b
2345,0.729,r&b
2348,0.357,r&b
2356,0.396,r&b
2357,0.515,r&b
2358,0.478,r&b
2359,0.689,r&b
2360,0.648,r&b
2362,0.823,r&b
2363,0.388,r&b
2364,0.832,r&b
2365,0.564,r&b
2366,0.383,r&b
2367,0.529,r&b
2368,0.872,r&b
2369,0.407,r&b
2370,0.572,r&b
2371,0.652,r&b
2372,0.416,r&b
2373,0.681,r&b
2374,0.638,r&b
2375,0.71,r&b
2376,0.598,r&b
2402,0.86,r&b
2403,0.943,r&b
2404,0.815,r&b
2415,0.313,r&b
2416,0.783,r&b
2417,0.727,r&b
2418,0.634,r&b
2419,0.339,r&b
2420,0.322,r&b
2421,0.464,r&b
2422,0.818,r&b
2423,0.403,r&b
2424,0.771,r&b
2425,0.243,r&b
2426,0.508,r&b
2427,0.174,r&b
2571,0.547,r&b
2572,0.509,r&b
3168,0.506,r&b
3169,0.563,r&b
3170,0.723,r&b
3171,0.556,r&b
3172,0.772,r&b
3173,0.713,r&b
3174,0.622,r&b
3175,0.921,r&b
3176,0.633,r&b
3177,0.859,r&b
3180,0.388,r&b
3181,0.717,r&b
3182,0.679,r&b
3183,0.66,r&b
3184,0.693,r&b
3185,0.779,r&b
3186,0.676,r&b
3187,0.587,r&b
3188,0.747,r&b
3189,0.903,r&b
3190,0.832,r&b
3191,0.783,r&b
3192,0.352,r&b
3193,0.748,r&b
3194,0.452,r&b
3195,0.549,r&b
3196,0.794,r&b
3197,0.875,r&b
3198,0.914,r&b
3199,0.518,r&b
3200,0.715,r&b
3201,0.763,r&b
3202,0.758,r&b
3203,0.55,r&b
3204,0.648,r&b
3208,0.832,r&b
3209,0.821,r&b
3210,0.526,r&b
3211,0.808,r&b
3212,0.833,r&b
3214,0.577,r&b
3218,0.772,r&b
3219,0.795,r&b
3221,0.317,r&b
3222,0.819,r&b
3223,0.184,r&b
3224,0.788,r&b
3229,0.592,r&b
3230,0.609,r&b
3231,0.523,r&b
3232,0.919,r&b
3233,0.638,r&b
3234,0.336,r&b
3235,0.897,r&b
3236,0.957,r&b
3238,0.787,r&b
3239,0.665,r&b
3240,0.207,r&b
3241,0.364,r&b
3242,0.825,r&b
3243,0.899,r&b
3247,0.701,r&b
3248,0.639,r&b
3249,0.697,r&b
3250,0.915,r&b
3262,0.275,r&b
3263,0.643,r&b
3264,0.766,r&b
3265,0.865,r&b
3266,0.911,r&b
3270,0.376,r&b
3271,0.588,r&b
3272,0.592,r&b
3273,0.753,r&b
3275,0.737,r&b
3283,0.785,r&b
3284,0.818,r&b
3285,0.815,r&b
3286,0.915,r&b
3287,0.702,r&b
3288,0.71,r&b
3289,0.673,r&b
3290,0.521,r&b
3291,0.618,r&b
3292,0.852,r&b
3293,0.791,r&b
3294,0.58,r&b
3295,0.63,r&b
3296,0.848,r&b
3298,0.841,r&b
3299,0.749,r&b
3300,0.706,r&b
3301,0.671,r&b
3302,0.637,r&b
3303,0.581,r&b
3304,0.704,r&b
3310,0.365,r&b
3316,0.799,r&b
3317,0.857,r&b
3318,0.96,r&b
3319,0.593,r&b
3320,0.765,r&b
3321,0.635,r&b
3322,0.78,r&b
3323,0.699,r&b
3435,0.789,r&b
3436,0.884,r&b
3441,0.806,r&b
3442,0.819,r&b
3443,0.543,r&b
3444,0.688,r&b
3445,0.947,r&b
3446,0.828,r&b
3447,0.693,r&b
3448,0.377,r&b
3449,0.52,r&b
3450,0.727,r&b
3451,0.741,r&b
3452,0.845,r&b
3453,0.628,r&b
3454,0.133,r&b
3455,0.807,r&b
3456,0.841,r&b
3467,0.317,r&b
3886,0.134,r&b
3889,0.384,r&b
3890,0.306,r&b
3891,0.243,r&b
3892,0.381,r&b
3893,0.426,r&b
3895,0.338,r&b
3896,0.601,r&b
3897,0.35,r&b
3898,0.299,r&b
3899,0.626,r&b
3900,0.135,r&b
3901,0.589,r&b
3917,0.324,r&b
3918,0.522,r&b
3919,0.347,r&b
3920,0.33,r&b
3921,0.713,r&b
3922,0.206,r&b
3923,0.424,r&b
3924,0.361,r&b
3925,0.406,r&b
3926,0.478,r&b
3927,0.453,r&b
3928,0.418,r&b
3929,0.38,r&b
3930,0.369,r&b
3931,0.912,r&b
3932,0.129,r&b
4159,0.645,r&b
4160,0.72,r&b
4161,0.65,r&b
4162,0.33,r&b
4163,0.667,r&b
4164,0.776,r&b
4165,0.797,r&b
4166,0.406,r&b
4167,0.548,r&b
4168,0.193,r&b
4169,0.405,r&b
4172,0.334,r&b
4173,0.618,r&b
4174,0.81,r&b
4175,0.344,r&b
4176,0.587,r&b
4177,0.551,r&b
4178,0.458,r&b
4179,0.789,r&b
4183,0.656,r&b
4184,0.28,r&b
4185,0.295,r&b
4190,0.606,r&b
4191,0.427,r&b
4192,0.674,r&b
4193,0.347,r&b
4194,0.387,r&b
4195,0.737,r&b
4210,0.385,r&b
4211,0.371,r&b
4212,0.155,r&b
4213,0.525,r&b
4397,0.476,r&b
4398,0.771,r&b
4399,0.434,r&b
4400,0.812,r&b
4401,0.593,r&b
4402,0.83,r&b
4403,0.644,r&b
4404,0.773,r&b
4405,0.826,r&b
4406,0.449,r&b
4407,0.701,r&b
4408,0.117,r&b
4409,0.339,r&b
4410,0.475,r&b
4411,0.526,r&b
4412,0.491,r&b
4413,0.198,r&b
4414,0.911,r&b
4415,0.588,r&b
4416,0.379,r&b
4417,0.446,r&b
4418,0.293,r&b
4419,0.21,r&b
4420,0.804,r&b
4421,0.216,r&b
4422,0.776,r&b
4423,0.689,r&b
4424,0.426,r&b
4425,0.673,r&b
4426,0.781,r&b
4427,0.781,r&b
4428,0.426,r&b
4429,0.446,r&b
4430,0.527,r&b
4431,0.65,r&b
4432,0.58,r&b
4433,0.615,r&b
4434,0.319,r&b
4435,0.483,r&b
4436,0.692,r&b
4437,0.518,r&b
4438,0.318,r&b
4439,0.71,r&b
4440,0.646,r&b
4441,0.691,r&b
4442,0.587,r&b
4443,0.495,r&b
4444,0.72,r&b
4445,0.421,r&b
4446,0.464,r&b
4447,0.457,r&b
4448,0.805,r&b
4449,0.579,r&b
4450,0.669,r&b
4451,0.64,r&b
4452,0.436,r&b
4453,0.32,r&b
4454,0.61,r&b
4455,0.527,r&b
4456,0.907,r&b
4457,0.261,r&b
4458,0.724,r&b
4459,0.808,r&b
4460,0.511,r&b
4484,0.814,r&b
4485,0.632,r&b
4486,0.895,r&b
4487,0.652,r&b
4488,0.928,r&b
4489,0.699,r&b
4490,0.867,r&b
4491,0.684,r&b
4492,0.654,r&b
4493,0.903,r&b
4494,0.656,r&b
4495,0.906,r&b
4496,0.444,r&b
4497,0.79,r&b
4498,0.721,r&b
4499,0.855,r&b
4500,0.964,r&b
4501,0.726,r&b
